CodeCIS;CodeCIP7;Libelle_presentation;Statut_administratif;Etat_commercialisation;date_commercialisation;codeCIP13;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max
60150638;3021987;1 flacon(s) en verre de 3 ml avec seringue(s) avec adaptateur(s) pour flacon avec aiguille(s);Présentation active;Déclaration de commercialisation;01/07/2021;3400930219874;oui;100%;380,36;381,38;1,02
60151544;3008215;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;07/11/2019;3400930082157;oui;65%;1,99;3,01;1,02
60151544;3008218;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;07/11/2019;3400930082188;oui;65%;4,09;5,11;1,02
60151697;3617988;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;31/07/2003;3400936179882;oui;65%;7,11;8,13;1,02
60152411;2672146;2 plaquette(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;24/06/2013;3400926721466;oui;65%;1,88;2,90;1,02
60152436;3476045;1 seringue(s) préremplie(s) en verre de 0,5 ml;Présentation active;Déclaration de commercialisation;11/01/1999;3400934760457;oui;65%;13,62;14,64;1,02
60152607;3010967;1 ampoule(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;19/10/1963;3400930109670;oui;65%;2,16;3,18;1,02
60154017;4927840;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;29/04/2011;3400949278404;oui;65%;6,27;7,29;1,02
60154017;4927917;plaquette(s) aluminium de 270 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2011;3400949279173;oui;65%;17,74;20,50;2,76
60155329;2769319;20 sachet(s) aluminium polyester polyéthylène de 15 ml (grand format);Présentation active;Déclaration de commercialisation;08/01/2015;3400927693199;oui;30%;2,58;3,60;1,02
60155788;3556206;plaquette(s) thermoformée(s) PVC-aluminium de 7 gélule(s);Présentation active;Déclaration de commercialisation;09/11/2001;3400935562067;oui;65%;1,27;2,29;1,02
60156089;3858829;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;02/08/2010;3400938588293;oui;100%;37,34;38,36;1,02
60156413;3014762;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2018;3400930147627;oui;65%;5,97;6,99;1,02
60156413;3014763;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2018;3400930147634;oui;65%;16,89;19,65;2,76
60158147;3833746;1 tube(s) aluminium de 50 g;Présentation active;Déclaration de commercialisation;09/04/2008;3400938337464;oui;30%;1,74;2,76;1,02
60159128;3739332;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;22/10/2008;3400937393324;oui;65%;7,39;10,15;2,76
60159128;3879004;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;12/03/2010;3400938790047;oui;65%;2,78;3,80;1,02
60160479;3007888;plaquette(s) OPA : polyyamide orienté aluminium PVC de 56 comprimé(s);Présentation active;Déclaration de commercialisation;26/03/2018;3400930078884;oui;65%;14,62;15,64;1,02
60160707;3352538;plaquette(s) PVC-Aluminium papier de 14 comprimé(s) avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;19/02/1995;3400933525385;oui;65%;2,51;3,53;1,02
60160835;3012152;flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/2018;3400930121528;oui;65%;67,67;68,69;1,02
60161143;3615386;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;29/09/2003;3400936153868;oui;65%;5,29;6,31;1,02
60161143;3690867;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;29/01/2007;3400936908673;oui;65%;15,76;18,52;2,76
60165394;3002735;plaquette(s) PVC-Aluminium de 56 gélule(s);Présentation active;Déclaration de commercialisation;07/04/2016;3400930027356;oui;65%;4,55;5,57;1,02
60165394;3002736;plaquette(s) PVC-Aluminium de 84 gélule(s);Présentation active;Déclaration de commercialisation;07/04/2016;3400930027363;oui;65%;6,70;7,72;1,02
60165857;4181613;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;23/03/2012;3400941816130;oui;65%;5,33;6,35;1,02
60165857;4181636;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;23/03/2012;3400941816369;oui;65%;15,87;18,63;2,76
60168465;2740505;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/10/2013;3400927405051;oui;65%;3,75;4,77;1,02
60168465;2740534;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;08/10/2013;3400927405341;oui;65%;10,85;13,61;2,76
60168515;3634662;4 seringue(s) préremplie(s) en verre avec 4 aiguille(s);Présentation active;Déclaration de commercialisation;13/04/2005;3400936346628;oui;65%;737,16;738,18;1,02
60170046;3613335;1 pilulier(s) polypropylène de 16  comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2003;3400936133358;oui;65%;1,07;2,09;1,02
60170224;3966890;plaquette(s) PVC-Aluminium polyamide aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;29/09/2011;3400939668901;oui;65%;9,66;10,68;1,02
60172339;3291274;1 flacon(s) pulvérisateur(s) aluminium verni  de 20 ml avec valve doseuse;Présentation active;Déclaration de commercialisation;19/03/1989;3400932912742;oui;65%;3,37;4,39;1,02
60175716;3658177;10 récipient(s) unidose(s) polyéthylène de 2 ml;Présentation active;Déclaration de commercialisation;01/02/2006;3400936581777;oui;65%;3,74;4,76;1,02
60177044;3794383;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2010;3400937943833;oui;65%;7,20;8,22;1,02
60178609;3010521;1 flacon(s) polypropylène de 5 mL avec embout polyéthylène basse densité (PEBD). Chaque flacon contient 2,5 mL de solution. Chaque flacon est présenté dans un sachet.;Présentation active;Déclaration de commercialisation;29/08/2019;3400930105214;oui;65%;7,25;8,27;1,02
60179839;3022014;10plaquettes unitaires prédécoupées polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;04/08/2021;3400930220146;non;65%;31,53;32,55;1,02
60179839;3022015;30 plaquettes unitaires prédécoupées polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;04/08/2021;3400930220153;non;65%;93,76;94,78;1,02
60180720;3683465;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;12/01/2006;3400936834651;oui;65%;3,75;4,77;1,02
60180720;3731098;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;20/05/2008;3400937310987;oui;65%;10,85;13,61;2,76
60181733;3422397;1 flacon(s) en verre de 20 ml;Présentation active;Déclaration de commercialisation;19/01/1997;3400934223976;oui;65%;1,52;2,54;1,02
60182657;3473288;2 seringue(s) préremplie(s) en verre de 0,6 ml avec système de sécurité;Présentation active;Déclaration de commercialisation;01/09/1998;3400934732881;oui;65%;22,35;23,37;1,02
60182657;3473302;10 seringue(s) préremplie(s) en verre de 0,6 ml avec système de sécurité;Présentation active;Déclaration de commercialisation;01/09/1998;3400934733024;oui;65%;110,33;111,35;1,02
60184188;3192276;tube(s) polypropylène de 40  comprimé(s);Présentation active;Déclaration de commercialisation;19/07/1976;3400931922766;oui;65%;5,25;6,27;1,02
60185201;3700809;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;10/01/2006;3400937008099;oui;65%;3,75;4,77;1,02
60185201;3700844;pilulier(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/04/2014;3400937008440;oui;65%;3,75;4,77;1,02
60185201;3730064;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;02/05/2008;3400937300643;oui;65%;10,85;13,61;2,76
60186584;2756713;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;17/02/2014;3400927567131;oui;15%;1,36;2,38;1,02
60187348;4900006;1 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;29/07/2015;3400949000067;oui;65%;8,67;9,69;1,02
60187348;4900007;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;29/07/2015;3400949000074;oui;65%;24,59;27,35;2,76
60187501;3907338;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;29/06/2010;3400939073385;oui;65%;5,01;6,03;1,02
60187501;3907344;plaquette(s) PVC PVDC aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;24/12/2012;3400939073446;oui;65%;14,89;17,65;2,76
60192594;3647676;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/12/2004;3400936476769;oui;65%;1,85;2,87;1,02
60195010;3016721;plaquette(s) PVC PVDC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;08/06/2020;3400930167212;oui;65%;11,30;12,32;1,02
60195398;3487273;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/03/2000;3400934872730;oui;100%;40,59;41,61;1,02
60196176;3594862;1 flacon(s) en verre de 10,5 g avec seringue pour administration orale polyéthylène polystyrène;Présentation active;Déclaration de commercialisation;30/09/2002;3400935948625;oui;65%;4,41;5,43;1,02
60197011;2784750;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;09/02/2015;3400927847509;oui;65%;5,15;6,17;1,02
60200500;3772134;30 sachet(s)-dose(s) copolymère d'éthylène aluminium polyéthylène basse densité (PEBD) papier polyéthylène de 1 dispositif(s);Présentation active;Déclaration de commercialisation;10/01/2011;3400937721349;oui;65%;87,19;88,21;1,02
60200678;4900089;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s);Présentation active;Déclaration de commercialisation;21/11/2016;3400949000890;oui;30%;15,25;16,27;1,02
60200678;4900090;plaquette(s) thermoformée(s) PVC-Aluminium de 180 gélule(s);Présentation active;Déclaration de commercialisation;27/03/2017;3400949000906;oui;30%;45,41;46,43;1,02
60200938;3001212;6 seringue(s) préremplie(s) en verre de 0,4 ml avec dispositif(s) de sécurité de l'aiguille;Présentation active;Déclaration de commercialisation;13/03/2017;3400930012123;oui;65%;131,59;132,61;1,02
60203418;3012507;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;20/04/2018;3400930125076;oui;65%;37,60;38,62;1,02
60203546;3001814;84 plaquette(s) thermoformée(s) PVC PVDC aluminium de 1 gélule(s);Présentation active;Déclaration de commercialisation;27/11/2015;3400930018149;oui;65%;11,14;12,16;1,02
60204573;3819781;plaquette(s) thermoformée(s) PVC-Aluminium de 7 comprimé(s);Présentation active;Déclaration de commercialisation;04/11/2008;3400938197815;oui;65%;8,84;9,86;1,02
60205159;3012689;1 stylo composé d' 1 seringue préremplie en verre de 1 ml avec aiguille sécurisée;Présentation active;Déclaration de commercialisation;07/12/2018;3400930126899;oui;65%;225,68;226,70;1,02
60205159;3012690;4 stylos composés de 4 seringues préremplies en verre de 1 ml avec aiguilles sécurisées;Présentation active;Déclaration de commercialisation;26/11/2018;3400930126905;oui;65%;876,77;877,79;1,02
60207459;4919013;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/07/2011;3400949190133;oui;100%;45,85;46,87;1,02
60208251;3537864;plaquette(s) thermoformée(s) PVC-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;01/07/2000;3400935378644;oui;65%;2,04;3,06;1,02
60209531;4995698;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;22/06/2011;3400949956982;oui;65%;6,27;7,29;1,02
60209937;3294798;1 flacon(s) en verre brun de 20 ml avec compte-gouttes polyéthylène;Présentation active;Déclaration de commercialisation;19/05/1992;3400932947980;oui;65%;7,93;8,95;1,02
60210697;3564602;1 flacon(s) polyéthylène de 60 comprimé(s);Présentation active;Déclaration de commercialisation;06/07/2005;3400935646026;oui;65%;5,29;6,31;1,02
60211183;3792007;plaquette(s) thermoformée(s) PVC PVDC aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;24/10/2008;3400937920070;oui;100%;20,05;21,07;1,02
60212424;3394117;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1996;3400933941178;oui;65%;10,98;12,00;1,02
60214350;3631899;plaquette(s) aluminium PVC PVDC de 28 comprimé(s);Présentation active;Déclaration de commercialisation;18/09/2007;3400936318991;oui;65%;3,42;4,44;1,02
60215018;3014521;1 flacon  en verre de 1 mL;Présentation active;Déclaration de commercialisation;15/11/2018;3400930145210;oui;65%;2,736,43;2,737,45;1,02
60217108;2207900;plaquette(s) PVC polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;24/03/2016;3400922079004;oui;65%;17,42;18,44;1,02
60219803;3795394;5 flacon(s) en verre suremballée(s)/surpochée(s) un film plastique (Onco-Tain®) de 2 ml;Présentation active;Déclaration de commercialisation;30/10/2007;3400937953948;oui;100%;74,21;75,23;1,02
60222137;3312734;1 flacon(s) polypropylène de 60 comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1991;3400933127343;oui;65%;5,29;6,31;1,02
60223417;2194764;3 plaquette(s) thermoformée(s) polyamide aluminium PVC de 10 comprimé(s);Présentation active;Déclaration de commercialisation;25/09/2012;3400921947649;oui;100%;2,720,10;2,721,12;1,02
60224316;3723242;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;31/07/2006;3400937232425;oui;65%;34,85;35,87;1,02
60225681;3918589;plaquette(s) PVC-Aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;02/10/2012;3400939185897;oui;65%;8,88;9,90;1,02
60226979;2682713;plaquette(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;18/11/2013;3400926827137;oui;65%;17,42;18,44;1,02
60230550;3463947;plaquette(s) PVC-Aluminium polyamide de 30 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/1998;3400934639470;oui;100%;6,47;7,49;1,02
60232359;2244870;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;24/01/2020;3400922448701;oui;65%;3,64;4,66;1,02
60232359;2244887;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;24/01/2020;3400922448879;oui;65%;10,53;13,29;2,76
60233913;3552898;1 tube(s) aluminium verni de 60 g;Présentation active;Déclaration de commercialisation;20/01/2014;3400935528988;oui;30%;1,98;3,00;1,02
60234100;3595583;plaquette(s) thermoformée(s) PVC-aluminium de 8  comprimé(s);Présentation active;Déclaration de commercialisation;02/01/2003;3400935955838;oui;65%;1,07;2,09;1,02
60234214;3882704;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;19/06/2018;3400938827040;oui;65%;4,99;6,01;1,02
60235330;3556755;1 flacon(s) en verre de 500 mg - 1 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;09/07/2001;3400935567550;oui;65%;3,48;4,50;1,02
60235768;3931383;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2009;3400939313832;oui;100%;289,14;290,16;1,02
60236546;4900405;1 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/09/2021;3400949004058;non;65%;8,67;9,69;1,02
60236546;4900406;1 pilulier(s) polypropylène de 90 comprimé(s);Présentation active;Déclaration de commercialisation;08/09/2021;3400949004065;non;65%;24,59;27,35;2,76
