Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
1095;ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 flacon;SA;18
1097;ALLOPURINOL;200,00 mg;comprimé;un comprimé;SA;1
1099;MORPHINE (SULFATE DE);60 mg;comprimé;un comprimé;SA;2
1106;ALTIZIDE;0,015 g;comprimé;un comprimé;SA;3
1110;CHLORURE D'AMBÉNONIUM;10 mg;comprimé;un comprimé;SA;1
1114;FICARIA RANUNCULOIDES POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
1121;CALCAREA ACETICA POUR PRÉPARATIONS HOMÉOPATHIQUES;45 mg (2 DH);comprimé;un comprimé;SA;2
1123;AMIDOTRIZOATE DE SODIUM;10,000 g;solution;100 ml;SA;1
1130;AMINOPHYLLINE;250 mg;solution;une ampoule;SA;1
1137;LUPULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5,94 ml (2 DH);solution;un flacon de 90 ml;SA;5
1140;AMITRIPTYLINE;50 mg;comprimé;un comprimé;FT;1
1150;AMPHOTÉRICINE B;50,00 mg;poudre;un flacon;SA;1
1178;ARGININE;1,26 g;solution;1000 ml;SA;2
1182;ASCORBATE DE SODIUM;5,900 g;poudre du sachet B;un sachet;SA;6
1188;MÉTRONIDAZOLE (BENZOATE DE);4,0 g;suspension;100 ml;SA;1
1200;AZATHIOPRINE;50 mg;comprimé;un comprimé;SA;1
1206;AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
1215;BENDROFLUMÉTHIAZIDE;2,50 mg;comprimé;un comprimé;SA;4
1252;BIFIDOBACTERIUM BIFIDUM;1 milliard;poudre;un sachet-dose;SA;1
1257;DICHLORHYDRATE DE BÉTAHISTINE;24 mg;comprimé;un comprimé;SA;1
1261;BÉTAMÉTHASONE;4,0 mg;solution;une ampoule de 1,0 ml;FT;1
1270;BICLOTYMOL;2,5 g;collutoire;100 g;SA;1
1274;CHLORHYDRATE DE BIPÉRIDÈNE;4 mg;comprimé;un comprimé;SA;1
1281;CHLORURE DE MÉTHYLTHIONINIUM;5 mg;solution;1 ml;SA;1
1295;BROMÉLAÏNES;900 nanokatals;comprimé;un comprimé;SA;1
1316;CEFTAZIDIME PENTAHYDRATÉE;1,182 g;poudre;un flacon;SA;1
1317;BUSULFAN;6 mg;solution;1 ml;SA;1
1318;BUTACAÏNE;0,05 g;solution;100 ml de solution injectable;SA;2
1322;BORRAGO OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un récipient unidose;SA;18
1328;MOLSIDOMINE;2 mg;comprimé;un comprimé;SA;1
1339;ERGOCALCIFÉROL;2 000 000 Ul;solution;100 ml de solution buvable;SA;1
1343;BENZOATE DE MÉGLUMINE;2,6 g;sirop;100 ml;SA;7
1351;CARBAMAZÉPINE;200 mg;comprimé;un comprimé;SA;1
1354;CHLORHYDRATE DE BUSPIRONE;10 mg;comprimé;un comprimé;SA;1
1356;ABEILLE (VENIN D');110 microgrammes;poudre;un flacon de poudre;SA;1
1358;CARBIMAZOLE;20 mg;comprimé;un comprimé;SA;1
1379;CÉTHEXONIUM (BROMURE DE);0,1 mg;collyre;un récipient unidose;SA;1
1381;CYCLAMEN EUROPAEUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml de solution;SA;17
1393;CHLORAMBUCIL;2 mg;gélule;une gélule;SA;1
1397;BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES;4 DH 5 mg;comprimé;un comprimé;SA;2
1400;CHLORDIAZÉPOXIDE;5 mg;comprimé;un comprimé;SA;2
1406;MELILOTUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
1411;PARACHLOROMÉTACRÉSOL;0,120 g;pommade;100 g de pommade;SA;3
1430;CHLORPROMAZINE;25 mg;solution;une ampoule de 5 ml;FT;1
1433;CHLORQUINALDOL;0,077 mg;dispositif n°9 PANEL 1;un dispositif;SA;28
1434;CHLORTALIDONE;25 mg;comprimé;un comprimé;SA;6
1436;SORBITOL À 70 POUR CENT (NON CRISTALLISABLE);5,9570 g;solution;100 ml;SA;5
1461;CITROFLAVONOÏDES;0,4 g;solution;une ampoule;SA;6
1473;ZINC;0,032 mg;comprimé;un comprimé;FT;2
1493;CHLORHYDRATE DE CLOMIPRAMINE;75 mg;comprimé;un comprimé;SA;1
1507;CLORAZÉPATE DIPOTASSIQUE;20 mg;lyophilisat;un flacon;SA;1
1520;CHLORHYDRATE DE CYSTÉINE ANHYDRE;150 mg;gélule;une gélule;SA;3
1522;ÉTHYLMORPHINE;0,43 g;solution;100 ml de solution buvable;FT;5
1525;COLÉCALCIFÉROL;2,5 mg;capsule;une capsule molle;SA;1
1526;CHOLESTYRAMINE;4 g;poudre;un sachet de 4,68 g;SA;1
1533;CROTAMITON;10,0 g;crème;100 g de crème;SA;1
1536;TEINTURE DE FRUIT DE MARRONNIER D'INDE;16,8 mL;solution;60 mL de solution buvable en gouttes;SA;1
1539;CYANOCOBALAMINE;1000 microgrammes;solution;une ampoule de 2 ml;SA;1
1545;SYMPHYTUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;100 ml;SA;18
1556;CYCLOPHOSPHAMIDE;53,5 mg;comprimé;un comprimé;SA;1
1574;CYTARABINE;50 mg;solution;1 ml de solution injectable;SA;1
1578;CHLORHYDRATE DE DAUNORUBICINE;21,4 mg;poudre;un flacon;SA;1
1584;MÉSILATE DE DÉFÉROXAMINE;500 mg;poudre;un flacon;SA;1
1588;PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;7 CH;granuléss;un comprimé;SA;7
1591;ALPROSTADIL;300 microgrammes;crème;100 mg de crème;SA;1
1593;CHLORHYDRATE DE DÉMÉCLOCYCLINE;161,81 mg;gélule;une gélule;SA;1
1595;CURCUMA POUR PRÉPARATIONS HOMÉOPATHIQUES;60 mg (2DH);comprimé;un comprimé;SA;2
1603;TAURINE;0,12 g;solution;1000 ml;SA;15
1608;DEXAMÉTHASONE;100 mg;collyre;100 ml;SA;1
1615;PODOPHYLLOTOXINE;0,50 g;solution;100 ml de solution;SA;1
1623;KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5CH à 30CH et 10DH à 60DH;comprimé;un comprimé;SA;18
1637;DIAZÉPAM;10 mg;comprimé;un comprimé;SA;1
1639;DIAZOXIDE;25,00 mg;gélule;une gélule;SA;1
1662;CITRATE DE DIÉTHYLCARBAMAZINE;196,4 mg;comprimé;un comprimé;SA;1
1663;DIÉTHYLSTILBESTROL;1 mg;comprimé;un comprimé;SA;1
1672;DIGOXINE;5 mg;solution;100 ml;SA;1
1691;DIMENHYDRINATE;50 mg;gélule;une gélule;SA;1
1695;DIMERCAPROL;10,00 g;solution;100 ml de solution injectable;SA;1
1728;MÉTILSULFATE DE MÉFÉNIDRAMIUM;2 g;crème;100 g de crème;SA;3
1733;HYPOPHYSINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (crème à 4 %);crème;un flacon;SA;18
1740;HÉLICIDINE;10 ml;sirop;100 ml de sirop;SA;1
1743;DIPYRIDAMOLE;75 mg;comprimé;un comprimé;SA;1
1745;DISOPYRAMIDE;100 mg;gélule;une gélule;SA;1
1746;CAPSELLA BURSA PASTORIS POUR PRÉPARATIONS HOMÉOPATHIQUES;0,02 ml (6 DH);granuléss;un tube de granuléss de 4 g;SA;2
1747;DISULFIRAME;500,00 mg;comprimé;un comprimé;SA;1
1754;CHLORHYDRATE DE DOXAPRAM;2,0 g;solution;100 ml de solution injectable;SA;1
1755;CHLORHYDRATE DE DOXÉPINE;11,31 mg;comprimé;un comprimé;SA;1
1757;SACCHARUM LACTIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
1758;DROPÉRIDOL;2,50 mg;solution;une ampoule de 1 ml;SA;1
1765;DYDROGESTÉRONE;10 mg;comprimé;un comprimé;SA;1
1778;ESTRIOL;0,5 mg;ovule;un ovule de  2,5 g;SA;1
1785;ÉRYTHROMYCINE;4 g;lotion;100 ml de lotion;SA;1
1786;BÊTA-ESTRADIOL;2 mg;comprimé;un comprimé;FT;1
1796;ÉTAMSYLATE;250 mg;solution;une ampoule;SA;1
1802;CHLORHYDRATE D'ÉTHAMBUTOL;1000 mg;solution;une ampoule de 10 ml;SA;1
1807;ÉTHINYLESTRADIOL;0,02 mg;comprimé;un comprimé;SA;1
1810;BENZOCAÏNE;5,00 mg;cône;un cône pour usage dentaire de 50 mg;SA;2
1813;ÉTHOSUXIMIDE;5 g;sirop;100 ml;SA;1
1821;THIAMAZOLE;5 mg;comprimé;un comprimé;SA;1
1823;CHLORHYDRATE DE THIAMINE;520 mg;solution;une ampoule de 10 mL;SA;1
1824;THIAMPHÉNICOL;750 mg;poudre;un flacon;SA;1
1830;THIOCOLCHICOSIDE;4 mg;comprimé;un comprimé;SA;1
1835;TÉTRACAÏNE;70 mg;crème;1 g de crème;SA;2
1836;TÉTRACOSACTIDE;1 mg;suspension;1 ml de suspension injectable I.M.;SA;2
1837;TÉTRACYCLINE;300 mg;gélule;une gélule;FT;1
1840;TÉTRAZÉPAM;50 mg;comprimé;un comprimé;SA;1
1851;ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5 mg (6 DH);comprimé;un comprimé;SA;3
1853;ÉTILÉFRINE (CHLORHYDRATE D');10 mg;solution;une ampoule;SA;1
1901;FENTANYL (CITRATE DE);0,943 mg;comprimé;un comprimé;SA;1
1903;IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (4 DH);solution;30 ml de solution buvable en gouttes;SA;6
1904;SODIUM (FÉRÉDÉTATE DE);4,7500 g;sirop;100 ml;SA;1
1927;ACÉTONIDE DE FLUOCINOLONE;0,025 g;solution;100 ml de solution;SA;4
1931;FLUOROURACILE;5,000 g;crème;100 g de crème;SA;1
1938;CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;0,625 mg (4 CH);comprimé;un comprimé;SA;5
1958;FUROSÉMIDE;40 mg;comprimé;un comprimé;SA;1
1976;GLIBENCLAMIDE;5 mg;comprimé;un comprimé;SA;1
1981;AMMONIUM (MOLYBDATE D') TÉTRAHYDRATÉ;0,18 mg;compartiment glucose;500 ml;SA;41
1983;IMIPÉNEM MONOHYDRATÉ;265 mg;poudre;un flacon;SA;1
1990;CHLORHYDRATE DE MAPROTILINE;25 mg;comprimé;un comprimé;SA;1
1995;ANISUM STELLATUM ;2CH à 30CH et 4DH à 60DH;comprimé;1 ml de solution;SA;18
2002;GONADOTROPHINE CHORIONIQUE ;5000 Ul;poudre;1 ml de solution reconstituée;SA;1
2006;GRISÉOFULVINE;250 mg;comprimé;un comprimé;SA;1
2019;HALOPÉRIDOL;1 mg;comprimé;un comprimé;SA;1
2024;HÉPARINE SODIQUE;500 UI;suppositoire;un suppositoire;SA;1
2039;MAGNESIA BROMATA POUR PRÉPARATIONS HOMÉOPATHIQUES;10 mg (4 DH);comprimé;un comprimé;SA;3
2045;HEXÉTIDINE;0,1 g;solution;100 ml de solution pour bain de bouche;SA;1
2064;HYDROCHLOROTHIAZIDE;25 mg;comprimé;un comprimé;SA;2
2067;HYDROCORTISONE;100 mg;poudre;un flacon;FT;1
2070;TEINTURE D'ÉCORCE DE TIGE DE VIBURNUM;4,8 mL;solution;60 mL de solution buvable en gouttes;SA;3
2074;HYDROXOCOBALAMINE;5 g;poudre;un flacon;SA;1
2076;HYDROXYCARBAMIDE;100 mg;comprimé;un comprimé;SA;1
2077;SULFATE D'HYDROXYCHLOROQUINE;200 mg;comprimé;un comprimé;SA;1
2087;CHLORHYDRATE D'HYDROXYZINE;25 mg;comprimé;un comprimé;SA;1
2088;HYMÉCROMONE;400 mg;comprimé;un comprimé;SA;1
2092;IBUPROFÈNE;400 mg;comprimé;un comprimé;SA;1
2093;ESCULOSIDE;0,125 g;solution;100 ml;SA;5
2096;INTERFÉRON ALFA-2B ;18 millions UI;solution;une cartouche de 1,2 ml de solution;SA;2
2099;INDOMÉTACINE;0,10 g;collyre;100 ml;SA;1
2107;PHÉNYTOÏNE;100 mg;comprimé;un comprimé;SA;1
2109;PHOLCODINE;131 mg;sirop;100 ml de sirop;SA;1
2113;PHYTOMÉNADIONE;10 mg;solution;une ampoule de 1 ml;SA;1
2114;CÉFIXIME TRIHYDRATÉE;223,81 mg;comprimé;un comprimé;SA;1
2123;SODIUM (PROPIONATE DE);0,10 g;solution;100 ml de solution moussante;SA;5
2126;PIMOZIDE;4,00 mg;comprimé;un comprimé;SA;1
2130;PIPAMPÉRONE (CHLORHYDRATE DE);4,800 g;solution;100 ml;SA;1
2131;KALIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
2132;NILUTAMIDE;50 mg;comprimé;un comprimé;SA;1
2134;HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
2142;LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 CH;granuléss;1 ml de solution injectable;SA;5
2143;THUYA OCCIDENTALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
2154;GALACTANE (SULFATE DE);200,00 mg;comprimé;un comprimé;SA;8
2160;FUSIDIQUE (ACIDE);2 g;crème;un tube;SA;1
2161;ARNICA (FLEUR D'), TEINTURE DE;20,00 g;gel;100 g;SA;1
2163;CHLORHYDRATE DE PRAMOCAÏNE;1,0 g;gel;100 g;SA;1
2165;PRAZÉPAM;1,5 g;solution;100 ml de solution buvable;SA;1
2169;PREDNISOLONE;20 mg;comprimé;un comprimé;FT;1
2171;PREDNISONE;1 mg;comprimé;un comprimé;SA;1
2196;OXYTÉTRACYCLINE;1,335 mg;pommade;un récipient unidose;SA;2
2197;OXYTOCINE;5 UI;solution;1 ml de solution injectable;SA;1
2201;DEXPANTHÉNOL;16,15 mg;poudre;1 flacon de 5 ml;SA;10
2202;PARACÉTAMOL;500 mg;comprimé;un comprimé;SA;1
2215;PRISTINAMYCINE;500 mg;comprimé;un comprimé;SA;1
2218;PROBÉNÉCIDE;500 mg;comprimé;un comprimé;SA;1
2229;PROGESTÉRONE;200 mg;capsule;une capsule;SA;1
2236;PROMÉTHAZINE;0,100 g;sirop;100 ml de sirop;FT;1
2245;ACÉTATE DE CHLORMADINONE;10 mg;comprimé;un comprimé;SA;1
2247;PROPÉRICIAZINE;25 mg;comprimé;un comprimé;SA;1
2258;CHLORHYDRATE DE PROPRANOLOL;5 mg;solution;5 mL;SA;1
2261;PROPYLTHIOURACILE;50 mg;comprimé;un comprimé;SA;1
2278;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;30 mg;comprimé jour;un comprimé;SA;7
2283;BROMURE DE PYRIDOSTIGMINE;30,00 mg;comprimé;un comprimé;SA;1
2284;PYRIDOXINE;4,530 mg;poudre;1 flacon de 5 ml;FT;7
2285;PYRIMÉTHAMINE;25,0 mg;comprimé;un comprimé;SA;2
2293;IOPROMIDE;623,40 mg;solution;1 ml de solution injectable;SA;1
2305;ACÉTATE DE GONADORÉLINE;100 microgrammes;solution;1 mL de solution injectable;SA;1
2314;SENNA POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
2329;RÉSERPINE;0,10 mg;comprimé;un comprimé;SA;5
2331;RIBOFLAVINE;15,000 mg;comprimé;un comprimé;SA;2
2332;RIFAMPICINE;300 mg;comprimé;un comprimé;SA;8
2333;RIFAMYCINE;2 000 000 UI;solution;100 ml;FT;2
2338;CHLORHYDRATE DE NALBUPHINE;20 mg;solution;une ampoule de 2 ml;SA;1
2340;MÉTHOCARBAMOL;10,00 g;crème;100 g de crème;SA;1
2345;MÉTHOTREXATE;17,5 mg;solution;un stylo prérempli de 0,35 ml de solution;SA;1
2350;MÉTHYCLOTHIAZIDE;5 mg;comprimé;un comprimé;SA;1
2355;MÉTHYLDOPA SESQUIHYDRATÉ;282,5 mg;comprimé;un comprimé;SA;1
2357;MALÉATE DE MÉTHYLERGOMÉTRINE;0,20 mg;solution;une ampoule;SA;1
2361;MÉTHYLPREDNISOLONE;100,00 mg;comprimé;un comprimé;SA;1
2376;MÉTOPIMAZINE;7,5 mg;lyophilisat;un lyophilisat;SA;1
2380;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1 mg (9 CH);comprimé;un comprimé;SA;8
2382;MÉTRONIDAZOLE;500 mg;comprimé;un comprimé;SA;1
2394;SOLUTION DE SACCHAROSE;18,43 g;sirop;100 g de sirop;SA;12
2405;ADÉNOSINE;6 mg;solution;un flacon de 2 ml;SA;1
2413;ANACARDIUM OCCIDENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (6 DH);solution;30 mL de solution;SA;9
2414;CHLORHYDRATE DE MOXISYLYTE;30 mg;comprimé;un comprimé;SA;1
2419;TARAXACUM DENS LEONIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
2423;NAFTAZONE;30,00 mg;comprimé;un comprimé;SA;1
2427;INTERFÉRON ALFA-2A ;3 Millions UI;solution;0,5 ml;SA;1
2428;TRICLABENDAZOLE;250 mg;comprimé;un comprimé;SA;1
2438;PHÉNYLÉPHRINE;0,05 mg;solution;1 ml;FT;1
2443;NICLOSAMIDE;500,0 mg;comprimé;un comprimé;SA;1
2449;DOBÉSILATE DE CALCIUM;250 mg;comprimé;un comprimé;SA;1
2452;NICOTINAMIDE;50,000 mg;comprimé;un comprimé;SA;3
2459;MERCURIUS VIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH (crème à 4 %);crème;une dose de 0,5 ml;SA;17
2463;NIFUROXAZIDE;200 mg;gélule;une gélule;SA;1
2471;NITRAZÉPAM;5 mg;comprimé;un comprimé;SA;1
2476;NITROFURANTOÏNE;50 mg;gélule;une gélule;SA;1
2487;TARTRATE DE NORADRÉNALINE;0,5 mg;solution;1 ml de solution;SA;1
2493;NORÉTHANDROLONE;10 mg;comprimé;un comprimé;SA;1
2494;NORÉTHISTÉRONE;0,5 mg;comprimé blanc;un comprimé;SA;4
2500;MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES;7 DH;poudre;un comprimé;SA;4
2506;NOSCAPINE;0,10000 g;sirop;100 ml de sirop;FT;1
2509;NYSTATINE;100 000 U.l.;capsule;une capsule;SA;3
2529;HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;granuléss;un comprimé;SA;4
2533;OXAZÉPAM;50 mg;comprimé;un comprimé;SA;1
2534;NICOTINATE DE BENZYLE;1,00 g;crème;100 g de crème;SA;3
2539;KALIUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un sachet de 15,8 g;SA;18
2540;PYRÈTHRE (EXTRAIT DE);3,63 g;solution;100 g de solution;SA;1
2543;OXOMÉMAZINE;0,033 g;solution;100 ml de solution buvable;SA;1
2560;MÉBÉVÉRINE (CHLORHYDRATE DE);200 mg;gélule;une gélule;SA;1
2576;MÉDROGESTONE;5 mg;comprimé;un comprimé;SA;1
2590;MELPHALAN;50 mg;poudre;un flacon;FT;1
2591;OPIUM (P P H) POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;0,5 ml;SA;17
2596;IOHEXOL;388,00 mg;solution;1 ml de solution;SA;1
2600;MÉPHÉNÉSINE;10 g;pommade;100 g de pommade;SA;2
2612;MÉQUINOL;10,0 g;pommade;100 g de pommade;SA;1
2618;MERCAPTOPURINE;50,00 mg;comprimé;un comprimé;SA;1
2633;RILMÉNIDINE (DIHYDROGÉNOPHOSPHATE DE);1,544 mg;comprimé;un comprimé;SA;1
2640;MÉSALAZINE;500 mg;suppositoire;un suppositoire;SA;1
2666;MÉTHIONINE;0,4 g;solution;1000 ml;SA;11
2667;MIDAZOLAM;10 mg;solution;2 ml de solution;FT;1
2678;CHLORHYDRATE DE DIPHÉNHYDRAMINE;25 mg;comprimé bleu;un comprimé;SA;12
2685;PHOSPHATE D'IPRONIAZIDE;77,42 mg;comprimé;un comprimé;SA;1
2693;ISONIAZIDE;50,0 mg;comprimé;un comprimé;SA;1
2699;CHLORHYDRATE D'ISOTHIPENDYL;0,750 g;gel;100 g de gel;SA;1
2701;JALAPA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
2703;MANGANUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;20 mg (3 DH);comprimé;un comprimé;SA;5
2709;LACTULOSE;10 g;solution;un sachet-dose de 15 ml;SA;1
2715;ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;granuléss;un comprimé;SA;14
2719;LEUCOCIANIDOL;60 mg;comprimé;un comprimé;SA;1
2725;GLUTAMINE;13,46 g;solution;un flacon;FT;1
2726;LÉVOMÉPROMAZINE;25 mg;comprimé;un comprimé;FT;1
2729;CINNAMOMUM ZEYLANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml;SA;18
2742;LYMÉCYCLINE;226 mg;gélule;une gélule;SA;1
2751;THIOTÉPA;15 mg;poudre;un flacon;SA;1
2754;OFLOXACINE;200 mg;comprimé;un comprimé;SA;1
2799;CHLORHYDRATE DE PÉTHIDINE;50 mg;solution;1 ml;SA;1
2811;PHÉNAZONE;0,5000 g;pommade;100 g de pommade;SA;11
2825;PHÉNOBARBITAL;100,00 mg;comprimé;un comprimé;SA;1
2826;PHÉNOBARBITAL SODIQUE;43,8 mg;poudre;un flacon de poudre;SA;1
2836;PENICILLINE V;250 000 UI;suspension;5 ml de suspension buvable;FT;1
2867;SULFADIAZINE;500 mg;comprimé;un comprimé;SA;1
2869;NATRUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;17
2877;SULFAMÉTHIZOL;100 mg;comprimé;un comprimé;SA;1
2878;SULFAMÉTHOXAZOLE;800 mg;comprimé;un comprimé;SA;2
2905;SULFOGAÏACOL;100,00 mg;comprimé;un comprimé;SA;2
2914;SULPIRIDE;50,00 mg;gélule;une gélule;SA;1
2934;TESTOSTÉRONE;20 mg;gel;1 gramme de gel;SA;1
2940;HYDROXYDE D'ALUMINIUM;400 mg;comprimé;un comprimé;SA;1
2947;ACIDE MALIQUE;0,671 g;solution;1000 ml de solution pour perfusion;SA;7
2962;CALCIUM (GLUCOHEPTONATE DE);0,9300 g;solution;une ampoule de 10 ml;SA;3
2969;DIMÉTICONE;qsp 10 ml;collyre;une gélule;SA;1
2974;SALICYLATE DE DIÉTHYLAMINE;5 g;gel;100 g de gel;SA;2
2987;IRIS VERSICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
2993;LOBELIA INFLATA POUR PRÉPARATIONS HOMÉOPATHIQUES;3 DH 3 ml;solution;30 ml de solution;SA;5
2997;FUMARATE FERREUX;10,0 g;poudre;100 g de poudre;SA;1
3008;DL-LYSINE (MONOCHLORHYDRATE DE);0,200 g;solution A;5 ml;SA;3
3009;ATOVAQUONE;62,5 mg;comprimé;un comprimé;SA;1
3011;MANNITOL;20 g;solution;100 ml de solution pour perfusion;SA;1
3012;MAGNÉSIUM (OXYDE DE);0,45 g;suspension;un sachet de 15,8 g;FT;3
3013;TRISILICATE DE MAGNÉSIUM;20 g;poudre;100 g de poudre pour solution buvable;SA;2
3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,1017 g;solution;1000 ml de solution prête à l'emploi;SA;3
3019;SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ;0,99 g;compartiment 1 : acides aminés et électrolytes;300 ml;SA;22
3020;MAGNÉSIUM (THIOSULFATE DE);50,00 mg;comprimé;un comprimé;SA;2
3026;MICONAZOLE (NITRATE DE);400 mg;capsule;une capsule molle vaginale de 2,92 g;SA;1
3037;TIRATRICOL;0,35 mg;comprimé;un comprimé;SA;1
3044;CARBOCISTÉINE;5 g;solution;100 ml de solution buvable;SA;1
3048;SODIUM (PHÉNYLBUTYRATE DE);940 mg;granuléss;1 g de granuléss;SA;1
3063;SODIUM (DOCUSATE DE);50 mg;comprimé;un comprimé;SA;1
3068;BUTYLBROMURE DE SCOPOLAMINE;20 mg;solution;une ampoule de 1 mL;SA;1
3072;IBACITABINE;1,000 g;gel;100 g de gel pour application locale;SA;1
3082;ESTROGÈNES CONJUGUÉS ;0,45 mg;comprimé;un comprimé;SA;2
3085;PILOCARPINE (CHLORHYDRATE DE);2 g;collyre;100 ml de collyre;SA;1
3088;CHLORHYDRATE DE PHÉNYLÉPHRINE;121,8 microgrammes;solution;1 ml de solution;SA;1
3089;IODURE DE SODIUM;5,91 mg;solution;1000 ml;SA;2
3093;CAFÉINE MONOHYDRATÉE;10 mg;comprimé;un comprimé;SA;3
3096;DIGITALIS PURPUREA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
3100;PHELLANDRIUM AQUATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 CH;granuléss;5 g;SA;5
3102;CANRÉNOATE DE POTASSIUM;0,200 g;lyophilisat;une ampoule de lyophilisat;SA;1
3107;DL-LYSINE (ACÉTYLSALICYLATE DE);900 mg;poudre;un sachet - dose de 1023 mg;SA;1
3119;CINNAMALDÉHYDE;0,034 mg;dispositif n°6 PANEL 1;un dispositif;SA;15
3121;TILIQUINOL;50 mg;gélule;une gélule;SA;1
3122;LAURILSULFATE DE TILIQUINOL;50 mg;gélule;une gélule;SA;2
3127;THIOSULFATE DE SODIUM;250,00 mg;comprimé;un comprimé;SA;1
3128;SENNOSIDES;10,8 mg à 12,5 mg;plante(s);un sachet-dose de 2 g;FT;1
3131;BOLDO (TEINTURE DE);0,0180 g;solution;100 ml de solution buvable;SA;6
3133;KAOLIN LOURD;15 g;poudre;100 g de poudre pour solution buvable;SA;4
3146;AMIDOTRIZOATE DE MÉGLUMINE;66,000 g;solution;100 ml;SA;2
3147;ASA FOETIDA POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH (3ml);solution;30 ml de solution buvable;SA;3
3149;CHLORHYDRATE D'AMILORIDE;5,68 mg;comprimé;un comprimé;SA;1
3151;AMYLMÉTACRÉSOL;0,223 g;collutoire;100 ml;SA;1
3152;ALCOOL DICHLORO-2,4 BENZYLIQUE;0,446 g;collutoire;100 ml;SA;2
3157;PARAHYDROXYCINNAMIQUE (ACIDE);0,050 g;collyre;100 ml de collyre;SA;2
3158;AMPICILLINE SODIQUE;1,196 g;poudre;un flacon;SA;2
3165;ACIDE TANNIQUE;12,50 g;pommade;100 g de pommade;SA;2
