CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
60150015;RAVICTI 1,1 g/ml, liquide oral;liquide;gastro-entérale,orale;Procédure centralisée;27/11/2015; IMMEDICA PHARMA (SUEDE);Oui
60150435;BORAX LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/12/2009; LEHNING;Non
60150638;REKAMBYS 900 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;17/12/2020; JANSSEN CILAG INTERNATIONAL NV;Oui
60151124;MEMANTINE ARROW LAB 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;10/03/2014; ARROW GENERIQUES;Non
60151544;AMOXICILLINE ALMUS 1 g, comprimé dispersible;comprimé dispersible;orale;Procédure décentralisée;01/08/2018; ALMUS FRANCE;Non
60151601;MYRRHA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/01/2020; BOIRON;Non
60151697;OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;25/04/2003; BIOGARAN;Non
60151843;ACIDE TRANEXAMIQUE MYLAN 0,5 g/ 5 mL, solution injectable;solution injectable;intraveineuse;Procédure décentralisée;10/01/2018; MYLAN SAS;Non
60152411;TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;26/04/2013; KRKA (SLOVENIE);Non
60153239;ALFALASTIN 33,33 mg/mL, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure nationale;08/07/2005; LFB-BIOMEDICAMENTS;Non
60154017;REPAGLINIDE SANDOZ 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;26/07/2010; SANDOZ;Non
60154024;TRIMETAZIDINE EG 35 mg, comprimé pelliculé à libération modifiée;comprimé pelliculé à libération modifiée;orale;Procédure nationale;30/05/2007; BIOGARAN;Non
60154309;CREME AU CALENDULA, crème;crème;cutanée;Procédure nationale;19/04/2010; BOIRON;Non
60154743;TADALAFIL ALTER 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;16/10/2017; LABORATOIRES ALTER;Non
60156089;BICALUTAMIDE ALMUS 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/05/2008; ALMUS FRANCE;Non
60156413;ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2018; ARROW GENERIQUES;Non
60156662;KREOSOTUM BOIRON, degré de dilution compris entre 5CH et 30CH ou entre 14DH et 60DH (pour les formes orales solides) et 5CH et 30CH ou entre 10DH et 60DH (pour les formes orales liquides); comprimé et solution(s) et granules et poudre;orale,sublinguale;Enreg homéo (Proc. Nat.);25/10/2017; BOIRON;Non
60158147;DICLOFENAC MYLAN 1%, gel;gel;cutanée;Procédure nationale;25/01/2008; MYLAN SAS;Non
60158193;APIS MELLIFICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/04/2019; LEHNING;Non
60159128;ENALAPRIL EG 5 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;31/05/2001; EG LABO - LABORATOIRES EUROGENERICS;Non
60160479;IVABRADINE ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;11/11/2016; ZENTIVA (REPUBLIQUE TCHEQUE);Non
60160835;SEVELAMER CARBONATE ARROW 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;16/11/2017; ARROW GENERIQUES;Non
60161143;TRIATEC 10 mg, comprimé sécable;comprimé sécable;orale;Procédure de reconnaissance mutuelle;07/02/2003; SANOFI AVENTIS FRANCE;Non
60162494;SKUDEXUM 75 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/04/2016; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;Oui
60165234;W770;granulés et  solution en gouttes en gouttes buvable en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);05/06/2020; WELEDA;Non
60165394;PREGABALINE SUN 25 mg, gélule;gélule;orale;Procédure décentralisée;07/09/2015; SUN PHARMA FRANCE;Non
60165857;MANIDIPINE BIOGARAN 10 mg, comprimé;comprimé;orale;Procédure décentralisée;07/06/2010; BIOGARAN;Non
60168465;RAMIPRIL KRKA 5 mg, comprimé;comprimé;orale;Procédure décentralisée;17/07/2013; KRKA (SLOVENIE);Non
60168515;NEORECORMON 30 000 UI, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;23/02/2004; ROCHE REGISTRATION (ALLEMAGNE);Non
60170046;PARACETAMOL BIOGARAN 500 mg, comprimé effervescent;comprimé effervescent(e);orale;Procédure nationale;24/02/2003; BIOGARAN;Non
60170224;OLANZAPINE SUN 10 mg, comprimé;comprimé;orale;Procédure décentralisée;09/10/2009; SUN PHARMA FRANCE;Non
60177044;AMIODARONE SUN 200 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;12/03/2001; SUN PHARMA FRANCE;Non
60177158;GRES ROSE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/08/2019; BOIRON;Non
60177628;L 28, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Procédure nationale;27/06/2019; LEHNING;Non
60177724;TEPADINA 15 mg, poudre pour concentré pour solution pour perfusion;poudre pour concentré pour solution pour perfusion;intraveineuse;Procédure centralisée;15/03/2010; ADIENNE (ITALIE);Non
60178281;BULBINUM  BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/12/2020; BOIRON;Non
60178609;TRAVOPROST/TIMOLOL BIOGARAN 40 microgrammes/mL + 5 mg/mL, collyre en solution;collyre en solution;ophtalmique;Procédure nationale;12/09/2017; BIOGARAN;Non
60179839;FENTANYL BIOGARAN 200 microgrammes, comprimé sublingual;comprimé;sublinguale;Procédure nationale;14/01/2021; BIOGARAN;Non
60180720;RAMIPRIL SANDOZ 10 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;05/04/2005; SANDOZ;Non
60181231;VELETRI 1,5 mg, poudre et solvant pour solution pour perfusion;poudre et  solvant pour solution pour perfusion;intraveineuse,voie extracorporelle autre;Procédure décentralisée;20/12/2013; JANSSEN CILAG INTERNATIONAL NV;Non
60181402;NORADRENALINE (TARTRATE) RENAUDIN 0,5 mg/mL, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure nationale;06/06/2013; LABORATOIRE RENAUDIN;Non
60184590;CRESEMBA 200 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure centralisée;15/10/2015; BASILEA MEDICAL C/O COX COSTELLO & HORNE (ROYAUME-UNI);Non
60185201;RAMIPRIL MYLAN 10 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;02/09/2005; MYLAN SAS;Non
60186584;LORMETAZEPAM ARROW 2 mg, comprimé sécable;comprimé;orale;Procédure de reconnaissance mutuelle;22/11/2013; ARROW GENERIQUES;Non
60187348;COVERAM 10 mg/5 mg, comprimé;comprimé;orale;Autorisation d'importation parallèle;24/11/2014; DIFARMED (ESPAGNE);Non
60187501;FENOFIBRATE SUN 200 mg, gélule;gélule;orale;Procédure nationale;20/11/2008; SUN PHARMA FRANCE;Non
60192594;FUROSEMIDE ARROW 40 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;30/07/2004; ARROW GENERIQUES;Non
60196176;AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par mL ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1);poudre pour suspension buvable;orale;Procédure nationale;21/05/2002; MYLAN SAS;Non
60196977;FLUCONAZOLE CARELIDE 2 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure nationale;10/03/2008; CARELIDE;Non
60197011;ESCITALOPRAM ALMUS 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;18/03/2014; SUN PHARMA FRANCE;Non
60199966;BAVENCIO 20 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure centralisée;18/09/2017; MERCK EUROPE (PAYS-BAS);Oui
60200500;NEUPRO 6 mg/24 h, dispositif transdermique;dispositif;transdermique;Procédure centralisée;15/02/2006; UCB PHARMA BELGIQUE;Non
60200678;PERMIXON 160 mg, gélule;gélule;orale;Autorisation d'importation parallèle;18/04/2016; BB FARMA (ITALIE);Non
60200938;RETACRIT 4000 UI/0,4 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;18/12/2007; PFIZER EUROPE MA EEIG (BELGIQUE);Non
60202031;L72, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Procédure nationale;17/04/2018; LEHNING;Non
60203418;RASAGILINE ARROW 1 mg, comprimé;comprimé;orale;Procédure nationale;22/12/2017; ARROW GENERIQUES;Non
60203546;PREGABALINE MYLAN 50 mg, gélule;gélule;orale;Procédure centralisée;25/06/2015; MYLAN PHARMACEUTICALS (IRLANDE);Non
60203795;ADEMPAS 2 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;27/03/2014; BAYER AG (ALLEMAGNE);Non
60204573;BUPRENORPHINE ARROW 6 mg, comprimé sublingual;comprimé;sublinguale;Procédure nationale;25/04/2008; ARROW GENERIQUES;Non
60205159;BENLYSTA 200 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;10/11/2017; GLAXOSMITHKLINE (IRELAND);Oui
60205458;KETESSE 50 mg/2 ml, solution injectable/pour perfusion;solution injectable pour perfusion;intramusculaire,intraveineuse;Procédure de reconnaissance mutuelle;11/06/2003; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;Non
60206332;ACTIFED RHUME JOUR ET NUIT, comprimé;comprimé ;orale;Procédure nationale;08/08/2001; JOHNSON & JOHNSON SANTE BEAUTE FRANCE;Non
60207459;EXEMESTANE SANDOZ 25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/10/2010; SANDOZ;Non
60207594;MEDULLINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);02/06/2020; BOIRON;Non
60208447;NP100 PREMATURES AP-HP, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure nationale;18/10/2004; ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
60209531;REPAGLINIDE ZYDUS 2 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;12/01/2011; ZYDUS FRANCE;Non
60209645;OXYNORM 10 mg/ml, solution injectable;solution injectable;intraveineuse,sous-cutanée;Procédure nationale;16/03/2005; MUNDIPHARMA;Non
60210697;CALCIUM VITAMINE D3 BIOGARAN 500 mg/400 UI, comprimé à sucer;comprimé à sucer;orale;Procédure nationale;14/06/2001; BIOGARAN;Non
60210811;TCAPS 13 microgrammes, capsule molle;capsule molle;orale;Procédure nationale;13/02/2018; IBSA PHARMA SAS;Non
60211183;AZATHIOPRINE TEVA 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;23/02/2006; TEVA SANTE;Non
60211678;PROGESTERONUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/05/2019; LEHNING;Non
60213704;IBERIS AMARA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);22/03/2010; BOIRON;Non
60213914;ANGUSTA 25 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;19/01/2018; NORGINE (PAYS-BAS);Non
60214350;CAPTOPRIL HYDROCHLOROTHIAZIDE ARROW 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;02/02/2004; ARROW GENERIQUES;Non
60214464;CROCUS SATIVUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);20/12/2018; LEHNING;Non
60214902;GUAIACUM LEHNING, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);04/08/2017; LEHNING;Non
60215018;CRYSVITA 10 mg, solution injectable;solution injectable;sous-cutanée;Procédure centralisée;19/02/2018; KYOWA KIRIN HOLDINGS (PAYS-BAS);Oui
60216127;IDELVION 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;11/05/2016; CSL BEHRING (ALLEMAGNE);Non
60217108;OLANZAPINE ARROW 5 mg, comprimé;comprimé;orale;Procédure décentralisée;31/05/2012; ARROW GENERIQUES;Non
60217542;W771;poudre;orale,sublinguale;Enreg homéo (Proc. Nat.);31/03/2021; WELEDA;Non
60221042;FINASTERIDE ARROW GENERIQUES 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;05/10/2009; ARROW GENERIQUES;Non
60223417;VOTUBIA 5 mg, comprimé;comprimé;orale;Procédure centralisée;02/09/2011; NOVARTIS EUROPHARM (IRLANDE);Non
60225681;TRAMADOL ARROW L.P. 200 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;10/03/2009; ARROW GENERIQUES;Non
60226979;OLANZAPINE ACCORD 5 mg, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;28/12/2012; ACCORD HEALTHCARE FRANCE;Non
60231702;BRASSICA OLERACEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/09/2019; BOIRON;Non
60232334;CYANOKIT 5 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure centralisée;07/10/2010; SERB (BELGIQUE);Non
60232359;VALSARTAN KRKA 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure de reconnaissance mutuelle;23/02/2010; KRKA (SLOVENIE);Non
60234100;DOLIPRANE 1000 mg, comprimé;comprimé;orale;Procédure nationale;09/07/2002; OPELLA HEALTHCARE FRANCE;Non
60234214;VENLAFAXINE EVOLUGEN PHARMA LP 37,5 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;11/09/2008; EVOLUPHARM;Non
60235768;PREZISTA 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;29/01/2009; JANSSEN CILAG INTERNATIONAL NV;Non
60236546;COVERAM 10 mg/5 mg, comprimé;comprimé;orale;Autorisation d'importation parallèle;24/08/2020; DIFARMED (ESPAGNE);Non
60237858;EPHEDRINE RENAUDIN 30 mg/10 ml, solution injectable;solution injectable;intraveineuse;Procédure nationale;04/07/2007; LABORATOIRE RENAUDIN;Non
60238853;PANTOPRAZOLE CRISTERS 40 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure nationale;28/11/2008; CRISTERS;Non
60239802;DESOGESTREL/ETHINYLESTRADIOL EG 150 microgrammes/20 microgrammes, comprimé;comprimé;orale;Procédure nationale;22/12/2014; EG LABO - LABORATOIRES EUROGENERICS;Non
60241034;TALTZ 80 mg, solution injectable en seringue pré-remplie;solution injectable;sous-cutanée;Procédure centralisée;25/04/2016; ELI LILLY NEDERLAND BV (PAY-BAS);Non
60242264;PRUNUS SPINOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);01/07/2013; BOIRON;Non
60244525;DIALYSE PERITONEALE CONTINUE AMBULATOIRE 2, solution pour dialyse péritonéale;solution pour dialyse péritonéale;intrapéritonéale;Procédure de reconnaissance mutuelle;04/10/2002; FRESENIUS MEDICAL CARE DEUTSCHLAND (ALLEMAGNE);Non
60245253;REVLIMID 10 mg, gélule;gélule;orale;Procédure centralisée;14/06/2007; BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);Oui
60247432;ESCITALOPRAM ZYDUS 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;12/02/2014; ZYDUS FRANCE;Non
60248000;LEPTAX 750 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/04/2018; HAC PHARMA;Non
60248840;TAFINLAR 75 mg, gélule;gélule;orale;Procédure centralisée;26/08/2013; NOVARTIS EUROPHARM (IRLANDE);Non
60249796;TREVICTA 350 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;26/05/2016; JANSSEN CILAG INTERNATIONAL NV;Non
60249903;SPRYCEL 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;20/11/2006; BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);Non
60250567;PREXATE 10 mg/ 0,40 ml, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Procédure nationale;15/01/2018; ALFASIGMA FRANCE;Non
60251135;ROSUVASTATINE EVOLUGEN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/07/2017; EVOLUPHARM;Non
60251516;EPINITRIL 10 mg/24 heures, dispositif transdermique;dispositif;transdermique;Procédure de reconnaissance mutuelle;21/05/2002; BOUCHARA-RECORDATI;Non
60252027;DOLOSPASMYL 60 mg/300 mg, capsule molle;capsule molle;orale;Procédure nationale;16/10/2015; LABORATOIRES MAYOLY SPINDLER;Non
60254754;TSOLUDOSE 150 microgrammes, solution buvable en récipient unidose;solution buvable;orale;Procédure nationale;23/11/2018; IBSA PHARMA SAS;Non
60254779;SUVREZA 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/03/2019; SANOFI AVENTIS FRANCE;Non
60256036;ALPROLIX 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;12/05/2016; SWEDISH ORPHAN BIOVITRUM INTERNATIONAL (SUEDE);Non
60258521;CALENDORON, crème;crème;cutanée;Procédure nationale;14/04/2015; WELEDA;Non
60259993;OCTAPLEX 500 UI, poudre et solvant pour solution pour perfusion;poudre et  solvant pour solution pour perfusion;intraveineuse;Procédure de reconnaissance mutuelle;18/10/2004; OCTAPHARMA FRANCE;Non
60260910;BECLOSPIN 400 microgrammes, suspension pour inhalation par nébuliseur;suspension pour inhalation par nébuliseur;inhalée;Procédure de reconnaissance mutuelle;06/01/2006; CHIESI;Non
60261656;RUBRACA 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;24/05/2018; CLOVIS ONCOLOGY IRELAND (IRLANDE);Oui
60263461;PERMIXON 160 mg, gélule;gélule;orale;Autorisation d'importation parallèle;17/02/2009; PHARMA LAB;Non
60264410;HERPESEDERMYL 5 %, crème;crème;cutanée;Procédure nationale;12/11/2003; COOPER;Non
60265252;OLANZAPINE MYLAN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;07/10/2008; MYLAN PHARMACEUTICALS (IRLANDE);Non
60265569;ISOTRETINOINE ACNETRAIT 20 mg, capsule molle;capsule molle;orale;Procédure nationale;28/12/2001; ARROW GENERIQUES;Oui
60265932;ATORVASTATINE PFIZER 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/08/2012; PFIZER PFE FRANCE;Non
60266144;GABAPENTINE CRISTERS 400 mg, gélule;gélule;orale;Procédure nationale;16/03/2006; CRISTERS;Non
60267171;SIFROL 1,05 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure centralisée;08/10/2009; BOEHRINGER INGELHEIM INTERNATIONAL;Non
