Id_grp_generique;libelle_gp_gen;type_generique;num_tri
1105;ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 20 mg - SEROPLEX 20 mg, comprimé pelliculé sécable;1;19
1106;ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 5 mg - SEROPLEX 5 mg, comprimé pelliculé;1;17
1109;IDARUBICINE (CHLORHYDRATE D') 1 mg/ml - ZAVEDOS 10 mg/10 ml, solution pour perfusion (flacon de 10 ml);0;1
1110;IDARUBICINE (CHLORHYDRATE D') 1 mg/ml - ZAVEDOS 20 mg/20 ml, solution pour perfusion (flacon de 20 ml);1;2
1111;DILTIAZEM (CHLORHYDRATE DE) 200 mg - MONO TILDIEM LP 200 mg, gélule à libération prolongée;0;1
1112;DILTIAZEM (CHLORHYDRATE DE) 300 mg - MONO TILDIEM LP 300 mg, gélule à libération prolongée;1;7
1113;ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE équivalant à ÉTHINYLESTRADIOL 0,02 mg + DROSPIRÉNONE 3 mg - YAZ 0,02 mg/3 mg, comprimé pelliculé;0;1
1117;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ équivalant à ACIDE ZOLÉDRONIQUE 4 mg/100 ml - ZOMETA 4 mg/100 ml, solution pour perfusion;1;5
1118;BÉTAXOLOL (CHLORHYDRATE DE) 20 mg - KERLONE 20 mg, comprimé pelliculé sécable;1;3
1119;MEMANTINE (CHLORHYDRATE DE) 10 mg - EBIXA 10 mg, comprimé pelliculé - AXURA 10 mg, comprimé pelliculé;1;3
1120;MEMANTINE (CHLORHYDRATE DE) 20 mg - EBIXA 20 mg, comprimé pelliculé - AXURA 20 mg, comprimé pelliculé;1;9
1121;PERINDOPRIL ARGININE 10 mg équivalant à PERINDOPRIL 6,79 mg + INDAPAMIDE 2,5 mg - PERINDOPRIL TERT-BUTYLAMINE 8 mg équivalant à PERINDOPRIL 6,79 mg + INDAPAMIDE 2,5 mg - PERINDOPRIL TOSILATE 10 mg équivalant à PERINDOPRIL 6,79 mg + INDAPAMIDE 2,5 mg - BIPRETERAX 10 mg/2,5 mg, comprimé pelliculé;0;1
1122;LIDOCAÏNE (CHLORHYDRATE DE)  équivalant à LIDOCAÏNE 10 mg/ml +  ADRÉNALINE (TARTRATE D') équivalant à ADRÉNALINE 0,005 mg/ml - XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable;1;2
1123;LIDOCAÏNE (CHLORHYDRATE DE)  équivalant à LIDOCAÏNE 20 mg/ml +  ADRÉNALINE (TARTRATE D') équivalant à ADRÉNALINE 0,005 mg/ml - XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable;1;2
1125;TELMISARTAN  40 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - MICARDISPLUS 40 mg/12,5 mg, comprimé - PRITORPLUS 40 mg/12,5 mg, comprimé;0;1
1126;TELMISARTAN  80 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - MICARDISPLUS 80 mg/12,5 mg, comprimé - PRITORPLUS 80 mg/12,5 mg, comprimé;1;5
1127;TELMISARTAN  80 mg +  HYDROCHLOROTHIAZIDE 25 mg - MICARDISPLUS 80 mg/25 mg, comprimé - PRITORPLUS 80 mg/25 mg, comprimé;1;3
1130;LIDOCAÏNE (CHLORHYDRATE DE) 5 mg/ml - XYLOCAINE 5 mg/ml SANS CONSERVATEUR, solution injectable;0;1
1131;ÉFAVIRENZ 600 mg - SUSTIVA 600 mg, comprimé pelliculé;1;6
1132;ALGINATE DE SODIUM 0,5 g +  BICARBONATE DE SODIUM 0,267 g - GAVISCON, suspension buvable en sachet, GAVISCONELL MENTHE SANS SUCRE, suspension buvable en sachet-dose édulcorée à la saccharine sodique;1;10
1133;SERTRALINE (CHLORHYDRATE DE) équivalant à SERTRALINE 25 mg - ZOLOFT 25 mg, comprimé pelliculé;0;1
1134;SERTRALINE (CHLORHYDRATE DE) équivalant à SERTRALINE 50 mg - ZOLOFT 50 mg, comprimé pelliculé sécable;0;1
1135;ATOVAQUONE 62,5 mg +  PROGUANIL (CHLORHYDRATE DE) 25 mg - MALARONE 62,5 mg/25 mg ENFANTS, comprimé pelliculé;0;1
1136;CLOXACILLINE SODIQUE équivalant à CLOXACILLINE 500 mg - ORBENINE 500 mg, gélule;1;7
1137;DESOGESTREL 150 microgrammes + ETHINYLESTRADIOL 30 microgrammes - VARNOLINE CONTINU, comprimé pelliculé;1;2
1138;ENALAPRIL (MALEATE D’) 2,5 mg - RENITEC 2,5 mg, comprimé sécable;0;1
1139;LEVODOPA 100 mg + CARBIDOPA 10 mg - SINEMET 100 mg/10 mg, comprimé;1;2
1140;LEVODOPA 250 mg + CARBIDOPA 25 mg - SINEMET 250 mg/25 mg, comprimé sécable;0;1
1142;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 2 mg - NICORETTE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol;1;3
1143;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 4 mg - NICORETTE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol;1;3
1145;LEVONORGESTREL 0,1 mg + ETHINYLESTRADIOL 0,02 mg - FEMOSIA, comprimé enrobé;1;3
1146;ÉSOMÉPRAZOLE SODIQUE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, poudre pour solution injectable ou pour perfusion;1;4
1147;FLECAINIDE (ACETATE DE) 50 mg - FLECAÏNE L.P. 50 mg, gélule à libération prolongée;1;2
1148;FLECAINIDE (ACETATE DE) 100 mg - FLECAÏNE L.P. 100 mg, gélule à libération prolongée;1;5
1149;FLECAINIDE (ACETATE DE) 150 mg - FLECAÏNE L.P. 150 mg, gélule à libération prolongée;1;4
1150;FLECAINIDE (ACETATE DE) 200 mg - FLECAÏNE L.P. 200 mg, gélule à libération prolongée;1;4
1151;MUPIROCINE 2 % - MUPIDERM 2 %, pommade;1;6
1152;TROSPIUM (CHLORURE DE) 20 mg - CERIS 20 mg, comprimé enrobé;1;2
1153;ACAMPROSATE CALCIQUE 333 mg - AOTAL 333 mg, comprimé enrobé gastro-résistant;1;3
1154;LIDOCAINE  2,5 % + PRILOCAINE 2,5 % - EMLAPATCH 5 POUR CENT, pansement adhésif cutané;1;2
1155;LORMÉTAZÉPAM 1 mg - NOCTAMIDE 1 mg, comprimé sécable;1;2
1156;LORMÉTAZÉPAM 2 mg - NOCTAMIDE 2 mg, comprimé sécable;1;2
1157;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 1,5 mg - NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique;1;3
1158;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 2 mg - NICORETTE MENTHE FRAICHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol et à l'acésulfame potassique;1;3
1159;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 4 mg - NICORETTE MENTHE FRAICHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol et à l'acésulfame potassique;1;4
1161;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 4 mg - NIQUITINMINIS MENTHE FRAÎCHE 4 mg SANS SUCRE, comprimé à sucer édulcoré à l'acésulfame potassique;1;2
1162;NICOTINE 7 mg/24 h - NICOTINELL TTS 7 mg/24 H, dispositif transdermique;0;1
1163;NICOTINE 14 mg/24 h - NICOTINELL TTS 14 mg/24 h, dispositif transdermique;0;1
1164;NICOTINE 21 mg/24 h - NICOTINELL TTS 21 mg/24 h, dispositif transdermique;0;1
1165;IOPAMIDOL équivalant à 300 mg d'Iode/ml - IOPAMIRON 300 (300 mg d'Iode/mL), solution injectable;0;1
1166;IOPAMIDOL équivalant à 370 mg d'Iode/ml  - IOPAMIRON 370 (370 mg d'Iode/mL), solution injectable;0;1
1169;LÉVONORGESTREL 1,5 mg - NORLEVO 1,5 mg, comprimé;1;2
1170;NICOTINE (RÉSINATE DE) équivalant à NICOTINE 2 mg - NIQUITIN 2 mg MENTHE DOUCE SANS SUCRE, comprimé à sucer édulcoré à l'aspartam;1;2
1171;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 0,26 mg - SIFROL 0,26 mg, comprimé à libération prolongée;1;5
1172;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 0,52 mg - SIFROL 0,52 mg, comprimé à libération prolongée;1;3
1173;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRMIPEXOLE 1,05 mg - SIFROL 1,05 mg, comprimé à libération prolongée;0;1
1174;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 2,1 mg - SIFROL 2,1 mg, comprimé à libération prolongée;1;5
1175;TIROFIBAN (CHLORHYDRATE DE) MONOHYDRATÉ équivalant à TIROFIBAN 50 microgrammes/ml - AGRASTAT 50 microgrammes/ml, solution pour perfusion;1;3
1176;DEXPANTHÉNOL 5% - BEPANTHEN 5 %, pommade;1;7
1178;MOMÉTASONE (FUROATE DE) MONOHYDRATÉ équivalant à MOMÉTASONE (FUROATE DE) 50 microgrammes/dose - NASONEX 50 microgrammes/dose, suspension pour pulvérisation nasale;1;6
1179;ATOSIBAN (ACÉTATE D') équivalant à ATOSIBAN 6,75 mg pour 0,9 ml - TRACTOCILE 6,75 mg/0,9 ml, solution injectable;1;3
1180;ATOSIBAN (ACÉTATE D') équivalant à ATOSIBAN 37,5 mg pour 5 ml - TRACTOCILE 37,5 mg/5 ml, solution à diluer pour perfusion;1;5
1181;PARACÉTAMOL  500 mg  +  ACIDE ASCORBIQUE  200 mg +  PHÉNIRAMINE (MALÉATE DE) 25 mg - FERVEX ADULTES, granulés pour solution buvable en sachet;1;3
1182;ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 20 mg/ml - SEROPLEX 20 mg/ml, solution buvable en gouttes;0;1
1183;IBUPROFÈNE (LYSINATE D') équivalant à IBUPROFÈNE 200 mg - NUROFENFLASH 200 mg, comprimé pelliculé;1;3
1184;IBUPROFÈNE (LYSINATE D') équivalant à IBUPROFÈNE 400 mg - NUROFENFLASH 400 mg, comprimé pelliculé;1;3
1185;LÉVÉTIRACÉTAM 750 mg - KEPPRA 750 mg, comprimé pelliculé;1;2
1187;MÉMANTINE (CHLORHYDRATE DE) 5 mg / pression de 0,5 ml - EBIXA 5 mg/pression, solution buvable;0;1
1188;LYMECYCLINE équivalant à TETRACYCLINE 300 mg - TETRALYSAL 300 mg, gélule;0;1
1189;PARACÉTAMOL  500 mg +  CHLORPHÉNAMINE (MALÉATE DE) 4 mg - HUMEXLIB PARACETAMOL CHLORPHENAMINE 500 mg/4 mg, gélule;1;2
1190;OXYCODONE (CHLORHYDRATE D') 5 mg - OXYCONTIN L.P. 5 mg, comprimé pelliculé à libération prolongée;1;4
1191;OXYCODONE (CHLORHYDRATE D') 10 mg - OXYCONTIN LP 10 mg, comprimé pelliculé à libération prolongée;0;1
1192;OXYCODONE (CHLORHYDRATE D') 15 mg - OXYCONTIN LP 15 mg, comprimé pelliculé à libération prolongée;0;1
1193;OXYCODONE (CHLORHYDRATE D') 20 mg - OXYCONTIN LP 20 mg, comprimé pelliculé à libération prolongée;1;4
1194;OXYCODONE (CHLORHYDRATE D') 30 mg - OXYCONTIN LP 30 mg, comprimé pelliculé à libération prolongée;0;1
1195;OXYCODONE (CHLORHYDRATE D') 40 mg - OXYCONTIN LP 40 mg, comprimé pelliculé à libération prolongée;1;3
1196;OXYCODONE (CHLORHYDRATE D') 60 mg - OXYCONTIN LP 60 mg, comprimé pelliculé à libération prolongée;1;2
1197;OXYCODONE (CHLORHYDRATE D') 80 mg - OXYCONTIN LP 80 mg, comprimé pelliculé à libération prolongée;1;2
1198;DIOSMECTITE 3 g - SMECTA 3 g, suspension buvable en sachet;1;2
1199;HYDROXYZINE (CHLORHYDRATE D') 25 mg - ATARAX 25 mg, comprimé pelliculé sécable;1;9
1200;NORADRÉNALINE (TARTRATE DE) 2mg/ml - LEVOPHED 8 mg/4 ml, solution injectable IV;1;1
1201;DEXTROMÉTHORPHANE (BROMHYDRATE DE)  15 mg/5 ml - DRILL TOUX SECHE DEXTROMÉTHORPHANE ADULTES 15 mg/5 ml  SANS SUCRE, sirop édulcoré au maltitol liquide;1;2
1202;ARTICAÏNE (CHLORHYDRATE D') 40 mg/ml +  ADRÉNALINE (TARTRATE D') équivalant à 0,01 mg/ml d'ADRENALINE  - SEPTANEST 40 mg/ml ADRENALINEE AU 1/100 000, solution injectable à usage dentaire;0;1
1203;ARTICAÏNE (CHLORHYDRATE D') 40 mg/ml +  ADRÉNALINE (TARTRATE D') équivalant à 0,005 mg/ml d'ADRÉNALINE - SEPTANEST 40 mg/ml ADRENALINEE AU 1/200 000, solution injectable à usage dentaire;1;2
1207;D,L-HYDROGENOMALATE D'ALMOTRIPTAN équivalant à ALMOTRIPTAN 12,5 mg - ALMOGRAN 12,5 mg, comprimé pelliculé;0;1
1208;LÉVODOPA 50 mg  +  CARBIDOPA 12,5 mg +  ENTACAPONE 200 mg - STALEVO 50 mg/12,5 mg/200 mg, comprimé pelliculé;1;6
1209;LÉVODOPA 75 mg +  CARBIDOPA 18,75 mg  +  ENTACAPONE 200 mg - STALEVO 75 mg/18,75 mg/200 mg, comprimé pelliculé;1;4
1210;LÉVODOPA 100 mg  +  CARBIDOPA 25 mg +  ENTACAPONE 200 mg - STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé;1;4
1211;LÉVODOPA 125 mg  +  CARBIDOPA 31,25 mg  +  ENTACAPONE 200 mg - STALEVO 125 mg/31,25 mg/200 mg, comprimé pelliculé;1;7
1212;LÉVODOPA 150 mg +  CARBIDOPA 37,5 mg  +  ENTACAPONE 200 mg - STALEVO 150 mg/37,5 mg/200 mg, comprimé pelliculé;1;7
1213;LÉVODOPA 175 mg +  CARBIDOPA 43,75 mg +  ENTACAPONE 200 mg - STALEVO 175 mg/43,75 mg/200 mg, comprimé pelliculé;1;6
1214;LÉVODOPA 200 mg  +  CARBIDOPA 50 mg +  ENTACAPONE 200 mg - STALEVO 200 mg/50 mg/200 mg, comprimé pelliculé;1;2
1215;SÉVÉLAMER (CARBONATE DE) 800 mg - RENVELA 800 mg, comprimé pelliculé;1;2
1216;BÉSILATE D'ATRACURIUM 10 mg/ml - TRACRIUM 25 mg/2,5 ml (1 POUR CENT), solution injectable en ampoule;0;1
1217;BÉSILATE D'ATRACURIUM 10 mg/ml - TRACRIUM 50 mg/5 ml (1 POUR CENT), solution injectable en ampoule;1;3
1218;BÉSILATE D'ATRACURIUM 10 mg/ml - TRACRIUM 250 mg/25 ml, solution injectable;0;1
1219;CHOLÉCALCIFÉROL 100 000 UI - UVEDOSE 100 000 UI, solution buvable en ampoule;1;6
1220;ACEBUTOLOL (CHLORHYDRATE D’) équivalant à ACEBUTOLOL 500 mg - SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée;1;2
1221;ACIDE GADOTÉRIQUE 0,5 mmol/mL - DOTAREM 0,5 mmol/mL, solution injectable;1;3
1223;QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 50 mg - XEROQUEL LP 50 mg, comprimé à libération prolongée;1;6
1226;QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 300 mg - XEROQUEL LP 300 mg, comprimé à libération prolongée;1;6
1227;QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 400 mg - XEROQUEL LP 400 mg, comprimé à libération prolongée;1;2
1228;LINÉZOLIDE 600 mg -  ZYVOXID 600 mg, comprimé pelliculé;1;5
1231;DROPÉRIDOL 0,5 mg/mL - DROLEPTAN 1,25 mg/2,5 ml, solution injectable;0;1
1232;IBUPROFENE 400 mg - NUROFEN 400 mg, capsule molle;1;2
1233;MÉMANTINE (CHLORHYDRATE DE) 5 mg + 10 mg + 15 mg + 20 mg - EBIXA 5 mg + 10 mg + 15 mg + 20 mg, comprimé pelliculé;0;1
1234;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 3 mg - REQUIP LP 3 mg, comprimé à libération prolongée;0;1
1235;RACÉCADOTRIL 100 mg - TIORFAN 100 mg, gélule;1;5
1236;BROMURE DE ROCURONIUM 10 mg/mL - ESMERON 10 mg/ml, solution injectable;1;3
1237;LÉVOBUPIVACAÏNE (CHLORHYDRATE DE) 0,625 mg/mL - CHIROCAÏNE 0,625 mg/ml, solution pour perfusion;1;2
1238;LÉVOBUPIVACAÏNE (CHLORHYDRATE DE) 1,25 mg/mL - CHIROCAÏNE 1,25 mg/ml, solution pour perfusion;1;4
1239;LÉVOBUPIVACAÏNE (CHLORHYDRATE DE) 2,5 mg/mL - CHIROCAÏNE 2,5 mg/ml, solution injectable ou solution à diluer pour perfusion;1;4
1240;LÉVOBUPIVACAÏNE (CHLORHYDRATE DE) 5 mg/mL - CHIROCAÏNE 5 mg/ml, solution injectable ou solution à diluer pour perfusion;1;2
1241;BOSENTAN MONOHYDRATÉ équivalant à BOSENTAN 62,5 mg - TRACLEER 62,5 mg, comprimé pelliculé;1;5
1242;BOSENTAN MONOHYDRATÉ équivalant à BOSENTAN 125 mg - TRACLEER 125 mg, comprimé pelliculé;1;5
1243;ÉPLÉRÉNONE 25 mg - INSPRA 25 mg, comprimé pelliculé;1;13
1244;ÉPLÉRÉNONE 50 mg - INSPRA 50 mg, comprimé pelliculé;1;12
1245;VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé;1;13
1246;ARIPIPRAZOLE 5 mg - ABILIFY 5 mg, comprimé;0;1
1247;ARIPIPRAZOLE 10 mg - ABILIFY 10 mg, comprimé;1;7
1248;ARIPIPRAZOLE 15 mg - ABILIFY 15 mg, comprimé;1;11
1249;PRÉGABALINE 25 mg - LYRICA 25 mg, gélule;1;14
1250;PRÉGABALINE 50 mg - LYRICA 50 mg, gélule;1;10
1251;PRÉGABALINE 75 mg - LYRICA 75 mg, gélule;1;4
1252;PRÉGABALINE 100 mg - LYRICA 100 mg, gélule;1;5
1253;PRÉGABALINE 150 mg - LYRICA 150 mg, gélule;1;16
1254;PRÉGABALINE 200 mg - LYRICA 200 mg, gélule;1;15
1255;PRÉGABALINE 300 mg - LYRICA 300 mg, gélule;0;1
1256;TADALAFIL 2,5 mg - CIALIS 2,5 mg, comprimé pelliculé;1;2
1257;TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé;1;4
1258;TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé;1;10
1259;TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé;1;20
1261;OMÉGA-3 (ESTERS ÉTHYLIQUES 90 D'ACIDES) 1000 mg - OMACOR 1000 mg, capsule molle;1;4
1262;RASAGILINE (MÉSILATE DE) équivalant à RASAGILINE 1 mg - RASAGILINE (TARTRATE DE) équivalant à RASAGILINE 1 mg - AZILECT 1 mg, comprimé;1;4
1263;ADÉNOSINE 6 mg/2 mL - KRENOSIN 6 mg/2 ml, solution injectable;0;1
1264;CYCLOPHOSPHAMIDE équivalant à CYCLOPHOSPHAMIDE ANHYDRE 500 mg - ENDOXAN 500 mg, poudre pour solution injectable;0;1
1265;CYCLOPHOSPHAMIDE équivalant à CYCLOPHOSPHAMIDE ANHYDRE 1000 mg - ENDOXAN 1000 mg, poudre pour solution injectable;1;2
1266;DULOXÉTINE (CHLORHYDRATE DE) équivalant à DULOXÉTINE 30 mg - CYMBALTA 30 mg, gélule gastro-résistante;1;12
1267;DULOXÉTINE (CHLORHYDRATE DE) équivalant à DULOXÉTINE 60 mg - CYMBALTA 60 mg, gélule gastro-résistante;1;12
1268;ÉLÉTRIPTAN (BROMHYDRATE D') équivalant à ÉLÉTRIPTAN 20 mg - RELPAX 20 mg, comprimé pelliculé;1;3
1269;ÉLÉTRIPTAN (BROMHYDRATE D') équivalant à ÉLÉTRIPTAN 40 mg - RELPAX 40 mg, comprimé pelliculé;1;9
1270;ÉTORICOXIB 30 mg - ARCOXIA 30 mg, comprimé pelliculé;1;2
1271;ÉTORICOXIB 60 mg - ARCOXIA 60 mg, comprimé pelliculé;1;6
1274;LINÉZOLIDE 2 mg/mL - ZYVOXID 2 mg/ml, solution pour perfusion;1;8
1275;LOPINAVIR 100 mg +  RITONAVIR 25 mg - KALETRA 100 mg/25 mg, comprimé pelliculé;0;1
1276;LOPINAVIR 200 mg +  RITONAVIR 50 mg - KALETRA 200 mg/50 mg, comprimé pelliculé;1;3
1277;PRÉGABALINE 225 mg - LYRICA 225 mg, gélule;1;1
1278;VORICONAZOLE 200 mg - VFEND 200 mg, poudre pour solution pour perfusion;1;4
1279;RIVASTIGMINE 4,6 mg/24 heures - EXELON 4,6 mg/24 h, dispositif transdermique;1;5
1280;RIVASTIGMINE 9,5 mg/24 heures - EXELON 9,5 mg/24 h, dispositif transdermique;1;4
1281;ALVÉRINE (CITRATE D') 60 mg  +  SIMÉTICONE 300 mg - METEOSPASMYL, capsule molle;1;2
1282;ARIPIPRAZOLE 10 mg - ABILIFY 10 mg, comprimé orodispersible;1;8
1283;ARIPIPRAZOLE 15 mg - ABILIFY 15 mg, comprimé orodispersible;1;7
1284;ARIPIPRAZOLE 30 mg - ABILIFY 30 mg, comprimé orodispersible;1;3
1285;ARIPIPRAZOLE 30 mg - ABILIFY 30 mg, comprimé;0;1
1286;BUSULFAN 6 mg/mL - BUSILVEX 6 mg/ml, solution à diluer pour perfusion;1;3
1287;FROVATRIPTAN (SUCCINATE DE) MONOHYDRATÉ équivalant à FROVATRIPTAN 2,5 mg - ISIMIG 2,5 mg, comprimé pelliculé - TIGREAT 2,5 mg, comprimé pelliculé;0;2
1288;PROPOFOL 10 mg/mL - DIPRIVAN 200 mg/20 ml, émulsion injectable (IV) en ampoule;0;1
1289;ADÉNOSINE 3 mg/1 mL - ADENOSCAN 30 mg/10 mL, solution pour perfusion;0;1
1290;BRINZOLAMIDE 10 mg/mL - AZOPT 10 mg/ml, collyre en suspension;0;1
1294;FORMOTEROL (FUMARATE DE) DIHYDRATE 12 microgrammes - FORADIL 12 microgrammes, poudre pour inhalation en gélule;1;3
1295;BUDESONIDE 64 microgrammes/dose - RHINOCORT 64 microgrammes/dose, suspension pour pulvérisation nasale;0;1
1296;MIGLUSTAT 100 mg - ZAVESCA 100 mg, gélule;1;5
1297;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 1,57 mg - SIFROL 1,57 mg, comprimé à libération prolongée;1;1
1298;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 2,62 mg - SIFROL 2,62 mg, comprimé à libération prolongée;1;1
1299;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ équivalant à PRAMIPEXOLE 3,15 mg - SIFROL 3,15 mg, comprimé à libération prolongée;1;2
1300;PARACÉTAMOL  500 mg + ACIDE ASCORBIQUE 200 mg + PHÉNIRAMINE (MALÉATE DE) 25 mg - FERVEX ADULTES SANS SUCRE, granulé pour solution buvable en sachet;1;4
1302;CHLORURE DE POTASSIUM 0,3 g pour 100 mL + CHLORURE DE SODIUM 0,9 g pour 100 mL - CHLORURE DE POTASSIUM 0,3 % ET CHLORURE DE SODIUM 0,9 % VIAFLO, solution pour perfusion;0;1
1303;MESNA 100 mg/mL - UROMITEXAN 200 mg, solution injectable IV;0;1
1304;AMYLMETACRESOL 0,6 mg + ALCOOL DICHLORO-2,4-BENZYLIQUE 1,2 mg + CHLORHYDRATE DE LIDOCAÏNE 2 mg - STREPSILS LIDOCAINE, pastille;1;3
1305;OXYCODONE (CHLORHYDRATE D') 10 mg/mL - OXYNORM 10 mg/ml, solution injectable;0;1
1306;OXYCODONE (CHLORHYDRATE D') 50 mg/mL- OXYNORM 50 mg/ml, solution injectable;1;5
1307;CHLORHYDRATE DE BENDAMUSTINE 2,5 mg/mL - LEVACT 2,5 mg/ml, poudre pour solution à diluer pour perfusion;1;7
1308;DUTASTERIDE 0,5 mg - AVODART 0,5 mg, capsule molle;1;11
1312;ROSUVASTATINE CALCIQUE équivalant à ROSUVASTATINE 5 mg - ROSUVASTATINE ZINCIQUE équivalant à ROSUVASTATINE 5 mg - CRESTOR 5 mg, comprimé pelliculé;1;10
1313;ROSUVASTATINE CALCIQUE équivalant à ROSUVASTATINE 10 mg - ROSUVASTATINE ZINCIQUE équivalant à ROSUVASTATINE 10 mg - CRESTOR 10 mg, comprimé pelliculé;1;19
1314;ROSUVASTATINE CALCIQUE équivalant à ROSUVASTATINE 20 mg - ROSUVASTATINE ZINCIQUE équivalant à ROSUVASTATINE 20 mg - CRESTOR 20 mg, comprimé pelliculé;1;22
1316;CEFOTAXIME SODIQUE équivalant à CEFOTAXIME 2 g - CLAFORAN 2 g, poudre pour solution injectable (I.M./I.V.);1;2
1317;CICLOPIROX OLAMINE 1% - MYCOSTER 1%, solution pour application cutanée;0;1
1318;LINÉZOLIDE 100 mg/5 mL - ZYVOXID 100 mg/5 ml, granulés pour suspension buvable;0;1
1319;BETAMETHASONE (DIPROPRIONATE DE) équivalant à BETAMETHASONE 0,050 g - DIPROSONE 0,05 POUR CENT, crème;0;1
1320;ADRENALINE (TARTRATE D') équivalant à ADRENALINE 150 microgrammes - ADRENALINE - EPIPEN 0,15 mg/0,3 ml, solution injectable en stylo pré-rempli;0;1
1321;ADRENALINE (TARTRATE D') équivalant à ADRENALINE 300 microgrammes - ADRENALINE - EPIPEN 0,30 mg/0,3 ml, solution injectable en stylo pré-rempli;0;1
1322;IMATINIB (MESILATE D') équivalant à IMATINIB 100 mg - GLIVEC 100 mg, comprimé pelliculé;1;3
1323;IMATINIB (MESILATE D') équivalant à IMATINIB 400 mg - GLIVEC 400 mg, comprimé pelliculé;1;13
1324;LÉVONORGESTREL 1,5 mg - LEVONORGESTREL BIOGARAN 1,5 mg, comprimé;1;5
1325;VORICONAZOLE 200 mg - VFEND 200 mg, comprimé pelliculé;1;8
1326;VORICONAZOLE 50 mg - VFEND 50 mg, comprimé pelliculé;1;2
1327;VORICONAZOLE 40 mg pour 1 mL - VFEND 40 mg/ml, poudre pour suspension buvable;1;2
1328;ZONISAMIDE 25 mg - ZONEGRAN 25 mg, gélule;0;1
1329;ZONISAMIDE 50 mg - ZONEGRAN 50 mg, gélule;1;3
1330;ZONISAMIDE 100 mg - ZONEGRAN 100 mg, gélule;1;2
1331;RUPATADINE (FUMARATE DE) équivalant à RUPATADINE 10 mg - WYSTAMM 10 mg, comprimé;1;3
1332;EZETIMIBE 10 mg - EZETROL 10 mg, comprimé;1;11
1333;IBUPROFENE 200 mg - ADVIL 200 mg, comprimé enrobé;1;2
1334;DOCÉTAXEL 80 mg/4 ml - TAXOTERE 80 mg/4 ml, solution à diluer pour perfusion;1;2
1335;DOCÉTAXEL 160 mg/8 ml - TAXOTERE 160 mg/8 ml, solution à diluer pour perfusion;0;1
1336;IVERMECTINE 3 mg - STROMECTOL 3 mg, comprimé;0;1
1337;GANIRELIX (ACETATE DE) équivalant à GANIRELIX 0,25 mg/0,5 mL - ORGALUTRAN 0,25 mg/0,5 ml, solution injectable;1;2
1338;IBUPROFENE 200 mg - NUROFEN 200 mg, capsule molle;1;2
1339;PROPOFOL 20 mg/mL - DIPRIVAN 20 mg/ml, émulsion injectable;0;1
1340;ENALAPRIL (MALEATE D') 10 mg + LERCANIDIPINE (CHLORHYDRATE DE) 10 mg - ZANEXTRA 10 mg/10 mg, comprimé pelliculé;1;3
