CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
3589909;30 sachet(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 1  dispositif(s);16/04/2003;oui;65%;12,95;13,97;1,02;60251516
3017639;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);04/02/2020;oui;65%;23,31;24,33;1,02;60254779
3017640;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);04/02/2020;oui;65%;65,81;68,57;2,76;60254779
3696344;20 récipient(s) unidose(s) polypropylène de 1 ml;30/11/2006;oui;65%;13,71;14,73;1,02;60260910
4900255;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s);22/06/2009;oui;30%;15,25;16,27;1,02;60263461
4900338;plaquette(s) thermoformée(s) PVC-Aluminium de 180 gélule(s);19/01/2010;oui;30%;45,41;46,43;1,02;60263461
3945439;28 plaquette(s) formée(s) à froid aluminium de 1 comprimé(s);23/01/2012;oui;65%;17,42;18,44;1,02;60265252
3611483;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30  capsule(s);07/11/2014;oui;65%;18,37;19,39;1,02;60265569
2237143;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);25/05/2016;oui;65%;4,1;5,12;1,02;60265932
3004272;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);18/05/2016;oui;65%;12,81;15,57;2,76;60265932
3744497;plaquette(s) PVC-Aluminium de 90 gélule(s);25/03/2009;oui;65%;21,76;22,78;1,02;60266144
3974978;plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s);26/04/2010;oui;65%;18,22;19,24;1,02;60267171
2788676;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 60 comprimé(s);06/04/2020;oui;65%;38,29;39,31;1,02;60267506
3592455;1 inhalateur(s) multidose(s) de 30 dose(s);21/01/2013;oui;65%;12,27;13,29;1,02;60268519
3592461;1 inhalateur(s) multidose(s) de 60 dose(s);21/01/2013;oui;65%;24,49;25,51;1,02;60268519
2751779;plaquette(s) PVC polychlortrifluoroéthylène PVDC aluminium de 28 comprimé(s);04/03/2014;oui;65%;4,1;5,12;1,02;60270452
2751785;plaquette(s) PVC polychlortrifluoroéthylène PVDC aluminium de 84 comprimé(s);04/03/2014;oui;65%;11,96;14,72;2,76;60270452
2751791;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);14/10/2016;oui;65%;4,1;5,12;1,02;60270452
2751816;plaquette(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);14/10/2016;oui;65%;11,96;14,72;2,76;60270452
4910064;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);24/09/2012;oui;65%;3,64;4,66;1,02;60270712
4910101;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);24/09/2012;oui;65%;10,53;13,29;2,76;60270712
3638708;plaquette(s) PVC-Aluminium de 14 comprimé(s);06/08/2007;oui;65%;8,38;9,4;1,02;60274536
3638714;plaquette(s) PVC-Aluminium de 28 comprimé(s);06/08/2007;oui;65%;16,71;17,73;1,02;60274536
2235859;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);07/02/2013;oui;65%;23,52;24,54;1,02;60274618
3778421;1 flacon(s) aluminium de 100 g;17/03/2008;oui;30%;2,68;3,7;1,02;60275086
2203233;plaquette(s) PVC-Aluminium de 90 comprimé(s);13/07/2012;oui;65%;26,86;27,88;1,02;60279775
3969925;5 sachet(s) polytéréphtalate (PET) aluminium P-A-M-éthylène (SURLYN) avec fermeture de sécurité enfant de 1 dispositif(s) avec système de récupération;08/01/2010;oui;65%;27,02;28,04;1,02;60281114
3528411;plaquette(s) PVC-Aluminium de 30 comprimé(s);20/06/2000;oui;65%;5,02;6,04;1,02;60281598
4931221;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);14/11/2011;oui;65%;3,64;4,66;1,02;60282789
4931244;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);14/11/2011;oui;65%;10,53;13,29;2,76;60282789
3910487;plaquette(s) polyamide PVC aluminium avec fermeture de sécurité enfant de 10 comprimé(s);03/08/2009;oui;65%;59,76;60,78;1,02;60282999
3910493;plaquette(s) polyamide PVC aluminium avec fermeture de sécurité enfant de 30 comprimé(s);03/08/2009;oui;65%;178,42;179,44;1,02;60282999
2215302;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml;12/04/2012;oui;65%;5,36;6,38;1,02;60284377
2215319;3 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml;12/04/2012;oui;65%;15,18;16,2;1,02;60284377
3932916;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);23/11/2020;oui;65%;4,41;5,43;1,02;60284516
3017666;plaquette(s) OPA : polyamide orienté aluminium PVC de 30 comprimé(s);07/08/2019;oui;65%;14,49;15,51;1,02;60286296
3017668;plaquette(s) OPA : polyamide orienté aluminium PVC de 90 comprimé(s);07/08/2019;oui;65%;41,01;43,77;2,76;60286296
3021821;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 gélule(s);16/06/2021;oui;65%;4,71;5,73;1,02;60287277
3548997;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);10/07/2009;oui;65%;2,22;3,24;1,02;60291941
3919169;plaquette(s) thermoformée(s) aluminium de 6 comprimé(s);08/03/2012;oui;65%;6,58;7,6;1,02;60294713
3919181;plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);08/03/2012;oui;65%;13,11;14,13;1,02;60294713
3709696;plaquette(s) thermoformée(s) PVC PVDC aluminium de 105 gomme(s);01/11/2009;oui;65%;11,24;12,26;1,02;60295320
3900336;plaquette(s) thermoformée(s) PVC PVDC aluminium de 210 gomme(s);01/11/2009;oui;65%;22,42;23,44;1,02;60295320
2797310;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);29/02/2016;oui;65%;14,69;15,71;1,02;60296511
2797362;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);29/02/2016;oui;65%;41,12;43,88;2,76;60296511
3856463;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);12/09/2008;oui;65%;3,98;5;1,02;60300340
3856492;plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s);12/09/2008;oui;65%;7,36;8,38;1,02;60300340
3856552;plaquette(s) thermoformée(s) PVC-Aluminium de 180 comprimé(s);26/09/2008;oui;65%;22,03;24,79;2,76;60300340
3547733;plaquette(s) PVC-Aluminium de 30 gélule(s);15/01/2001;oui;65%;5,01;6,03;1,02;60302512
3717885;plaquette(s) PVC-Aluminium de 90 gélule(s);28/02/2008;oui;65%;14,89;17,65;2,76;60302512
3001410;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);21/07/2020;oui;65%;4,91;5,93;1,02;60304591
3821298;plaquette(s) polypropylène aluminium de 30 comprimé(s);11/08/2020;oui;65%;4,91;5,93;1,02;60304591
3001374;20 ampoule(s) polypropylène de 10 ml;02/11/2015;oui;65%;47,96;48,98;1,02;60307630
3980890;plaquette(s) thermoformée(s) aluminium PVC PVDC de 10 comprimé(s);09/09/2010;oui;65%;7,56;8,58;1,02;60311269
3980915;plaquette(s) thermoformée(s) aluminium PVC PVDC de 42 comprimé(s);09/09/2010;oui;65%;31,09;32,11;1,02;60311269
3980921;plaquette(s) thermoformée(s) aluminium PVC PVDC de 112 comprimé(s);09/09/2010;oui;65%;86,55;87,57;1,02;60311269
3011557;30 plaquette(s) thermoformée(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);20/12/2017;oui;65%;155,22;156,24;1,02;60313672
3005409;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);23/01/2018;oui;65%;4,98;6;1,02;60314183
3005415;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);23/01/2018;oui;65%;14,75;17,51;2,76;60314183
3599138;1 seringue(s) préremplie(s) en verre de 20  ml;15/04/2003;oui;65%;43,46;44,48;1,02;60314272
2770831;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);03/02/2016;oui;30%;35,36;36,38;1,02;60316362
2695578;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 7 gélule(s);04/03/2015;oui;65%;1,49;2,51;1,02;60316818
2695584;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 14 gélule(s);29/01/2014;oui;65%;2,7;3,72;1,02;60316818
2695590;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 gélule(s);28/05/2014;oui;65%;5,03;6,05;1,02;60316818
2694426;plaquette(s) PVC-Aluminium de 28 gélule(s);24/07/2014;oui;65%;4,95;5,97;1,02;60319789
2694455;plaquette(s) PVC-Aluminium de 84 gélule(s);24/07/2014;oui;65%;14,72;17,48;2,76;60319789
3000652;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);14/10/2020;oui;65%;1,67;2,69;1,02;60322461
3720338;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);05/03/2007;oui;65%;5,29;6,31;1,02;60323969
3001194;5 ampoule(s) en verre de 2 ml;01/09/2020;oui;65%;2,58;3,6;1,02;60325201
3752746;plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 5 comprimé(s);22/06/2011;oui;65%;8,73;9,75;1,02;60326538
3585691;plaquette(s) thermoformée(s) PVC papier polytéréphtalate (PET) aluminium de 20 comprimé(s);12/05/2003;oui;65%;3,04;4,06;1,02;60327615
3966358;plaquette(s) polyamide aluminium PVC de 14 comprimé(s);27/01/2010;oui;65%;3,47;4,49;1,02;60330522
3020893;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);08/09/2021;oui;65%;17,66;18,68;1,02;60330636
4901622;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);15/01/2014;oui;65%;2,92;3,94;1,02;60331738
4901639;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);31/01/2014;oui;65%;8,22;9,24;1,02;60331738
3016306;plaquette(s) PVC PVDC aluminium de 4 comprimé(s);28/04/2021;oui;65%;9,22;10,24;1,02;60335291
3016604;plaquette(s) PVC PVDC aluminium de 12 comprimé(s);29/04/2021;oui;65%;27,32;30,08;2,76;60335291
3748124;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);19/06/2006;oui;65%;4,66;5,68;1,02;60337328
3749253;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);02/07/2012;oui;65%;13,76;16,52;2,76;60337328
3611632;plaquette(s) PVC-Aluminium de 30 comprimé(s);22/07/2003;oui;65%;3,64;4,66;1,02;60337762
3729078;plaquette(s) PVC-Aluminium de 90 comprimé(s);26/01/2009;oui;65%;10,53;13,29;2,76;60337762
3838554;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);11/09/2008;oui;65%;4,1;5,12;1,02;60338857
3017408;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);28/04/2020;oui;65%;78,94;79,96;1,02;60340413
3001226;flacon(s) en verre brun de 100 gélule(s);18/07/2016;oui;65%;16,7;17,72;1,02;60341508
3497722;plaquette(s) PVC-Aluminium de 30 comprimé(s);25/11/2010;oui;65%;4,14;5,16;1,02;60342439
3578165;plaquette(s) PVC-Aluminium de 90 comprimé(s);25/11/2010;oui;65%;11,53;14,29;2,76;60342439
2780249;plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);06/08/2014;oui;65%;15,21;16,23;1,02;60344066
3624764;plaquette(s) thermoformée(s) PVC-Aluminium de 15  gélule(s);02/11/2004;oui;65%;4,48;5,5;1,02;60344529
3017273;1 tube(s) aluminium verni époxy-phénols de 15 g;24/11/2020;oui;30%;2,36;3,38;1,02;60347710
3642265;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);15/03/2005;oui;65%;4,7;5,72;1,02;60349519
3765743;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);25/10/2011;oui;65%;4,66;5,68;1,02;60355600
3765789;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);04/10/2011;oui;65%;13,76;16,52;2,76;60355600
2758770;plaquette(s) PVC PVDC aluminium de 30 gélule(s);07/07/2014;oui;65%;8,65;9,67;1,02;60356613
3865232;5 sachet(s) papier aluminium polyacrylonitrile de 1 dispositif(s);02/04/2009;oui;65%;27,02;28,04;1,02;60356727
3780381;1 flacon(s) en verre;13/04/2016;oui;65%;13,09;14,11;1,02;60360608
3686920;3 plaquette(s) aluminium PVC-Aluminium de 10 gélule(s) avec dispositif(s) d'administration HandiHaler;12/05/2006;oui;65%;25,75;26,77;1,02;60363967
3931549;pilulier(s) polypropylène de 30 comprimé(s);02/11/2010;oui;65%;5,97;6,99;1,02;60364161
3931584;pilulier(s) polypropylène de 90 comprimé(s);02/11/2010;oui;65%;17,58;20,34;2,76;60364161
3919005;film(s) thermosoudé(s) polytéréphtalate (PET) aluminium polyéthylène de 20 comprimé(s);05/10/2009;oui;65%;2,4;3,42;1,02;60365078
2791980;plaquette(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s);20/07/2017;oui;65%;8,84;9,86;1,02;60365142
2792005;plaquette(s) PVC polyéthylène PVDC aluminium de 12 comprimé(s);17/10/2018;oui;65%;26,42;29,18;2,76;60365142
3385868;1 flacon(s) en verre de 60 ml après reconstitution avec cuillère-mesure polystyrène avec fermeture de sécurité enfant;23/03/2006;non;65%;1,16;2,18;1,02;60366319
3015027;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);24/10/2018;oui;65%;7,37;8,39;1,02;60366689
3015032;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);24/10/2018;oui;65%;21,9;24,66;2,76;60366689
4902337;1 pilulier(s) polypropylène de 30 comprimé(s);02/03/2015;oui;65%;6,39;7,41;1,02;60367022
4902343;3 pilulier(s) polypropylène de 30 comprimé(s);02/03/2015;oui;65%;18,09;20,85;2,76;60367022
3675721;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);29/01/2007;oui;65%;25,6;26,62;1,02;60370919
3696137;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 30 comprimé(s);02/01/2006;oui;65%;14,49;15,51;1,02;60371679
3909567;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 90 comprimé(s);01/07/2011;oui;65%;41,01;43,77;2,76;60371679
4163839;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);14/09/2012;oui;65%;6,49;7,51;1,02;60371992
3734079;pilulier(s) polypropylène de 90 comprimé(s);27/08/2010;oui;65%;10,85;13,61;2,76;60372197
3385880;1 flacon(s) en verre de 60 ml après reconstitution avec cuillère-mesure polystyrène avec fermeture de sécurité enfant;10/03/2006;non;65%;1,49;2,51;1,02;60375058
4928816;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);15/11/2011;oui;65%;3,64;4,66;1,02;60375880
4928822;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);15/11/2011;oui;65%;10,53;13,29;2,76;60375880
3019899;plaquette(s) PVC PVDC aluminium de 1 capsule(s);02/11/2020;oui;100%;24,01;25,03;1,02;60376637
2763624;1 seringue(s) préremplie(s) polycyclooléfine de 150 ml pour injecteur automatique avec nécessaire(s) d'administration avec 1 cathéter de sécurité à ailettes I.V. 20G;24/02/2015;oui;65%;49,48;50,5;1,02;60385522
3009807;10 seringue(s) préremplie(s) en verre de 1 ml;19/09/2018;oui;65%;68,16;69,18;1,02;60385789
4900070;plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s);25/07/2016;oui;65%;11,99;13,01;1,02;60386460
4900071;plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s);17/10/2016;oui;65%;35,74;38,5;2,76;60386460
4922185;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);20/12/2010;oui;65%;3,64;4,66;1,02;60386859
4922216;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);20/12/2010;oui;65%;10,53;13,29;2,76;60386859
3015413;10 plaquette PVC-Aluminium de 1 comprimé;17/07/2021;oui;100%;7,39;8,41;1,02;60390455
4900403;plaquette(s) thermoformée(s) papier polytéréphtalate (PET) aluminium PVC de 20 comprimé(s);15/03/2021;non;65%;2,91;3,93;1,02;60392513
3007885;Kit d'initiation en plaquette(s) thermoformée(s) polypropylène aluminium de 49 comprimés (42 x 15 mg + 7 x 20 mg);28/03/2018;oui;65%;93,22;94,24;1,02;60393661
3517695;1 flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s) avec fermeture de sécurité enfant;24/02/2010;oui;100%;35,95;36,97;1,02;60396426
2732150;plaquette(s) PVC-Aluminium de 20 comprimé(s);04/07/2018;oui;65%;1,88;2,9;1,02;60396465
3014686;flacon(s) polyéthylène haute densité (PEHD) de 20 comprimé(s) avec fermeture de sécurité enfant;16/10/2018;oui;65%;1,88;2,9;1,02;60396465
3016447;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;03/08/2020;oui;65%;5,61;6,63;1,02;60396928
3006669;1 plaquette PVC PVDC aluminium de 21 comprimés roses et de 7 comprimés blancs;28/05/2020;oui;65%;1,59;2,61;1,02;60397542
3006671;3 plaquettes PVC PVDC aluminium de 21 comprimés roses et de 7 comprimés blancs;28/05/2020;oui;65%;3,76;4,78;1,02;60397542
3975400;plaquette(s) PVC PVDC aluminium de 28 gélule(s);20/04/2010;oui;65%;4,1;5,12;1,02;60398167
3615771;plaquette(s) PVC-Aluminium de 4 comprimé(s);18/03/2003;oui;65%;15,03;16,05;1,02;60399454
3666685;3 plaquette(s) PVC-Aluminium de 4 comprimé(s);16/08/2005;oui;65%;44,72;47,48;2,76;60399454
3697295;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);27/01/2006;oui;15%;1,43;2,45;1,02;60399956
3018837;plaquette(s) PVC aluminium de 14 comprimé(s);05/02/2021;oui;65%;2,9;3,92;1,02;60416081
3483128;plaquette(s) PVC-Aluminium de 25 comprimé(s);09/11/2002;oui;65%;8,18;9,2;1,02;60418673
3777456;4 poche(s) polypropylène-co-éthylène  suremballée/surpochée de 1440 ml à 3 compartiments;11/02/2009;oui;65%;112,9;113,92;1,02;60420681
3777479;4 poche(s) polypropylène-co-éthylène  suremballée/surpochée de 1920 ml à 3 compartiments;11/02/2009;oui;65%;123,92;124,94;1,02;60420681
3777491;3 poche(s) polypropylène-co-éthylène  suremballée/surpochée de 2400 ml à 3 compartiments;11/02/2009;oui;65%;100,28;101,3;1,02;60420681
3611833;5 cartouche(s) en verre de 3  ml;22/03/2004;oui;65%;28,9;29,92;1,02;60423446
3491317;plaquette(s) thermoformée(s) PVC-aluminium PVDC de 12 gélule(s);04/07/2014;oui;65%;1,53;2,55;1,02;60424338
3689516;1 plaquette(s) thermoformée(s) aluminium de 3 comprimé(s) - 1 plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);27/11/2012;oui;15%;62,4;63,42;1,02;60425707
3735802;plaquette(s) aluminium de 30 comprimé(s);30/05/2006;oui;65%;3,32;4,34;1,02;60427163
3785591;plaquette(s) aluminium de 90 comprimé(s);24/11/2014;oui;65%;9;11,76;2,76;60427163
4900320;3 plaquette(s) PVC PVDC aluminium de 10 capsule(s);28/02/2020;oui;30%;15,75;16,77;1,02;60429851
4171460;plaquette(s) thermoformée(s) PVC-Aluminium de 56 gélule(s);10/11/2011;oui;65%;5,08;6,1;1,02;60430095
4179674;plaquette(s) thermoformée(s) PVC PVDC aluminium de 56 gélule(s);26/07/2021;non;65%;5,1;6,12;1,02;60430095
3011393;30 plaquette(s) OPA : polyamide orienté aluminium PVC de 1 comprimé(s);29/05/2018;oui;100%;41,09;42,11;1,02;60433166
3406205;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);04/09/2000;oui;100%;24,8;25,82;1,02;60433369
2169252;plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);13/08/2013;oui;65%;13,11;14,13;1,02;60434834
3575534;plaquette(s) PVC polyéthylène aluminium-ACLAR de 2 comprimé(s);10/04/2007;oui;65%;3,69;4,71;1,02;60435263
3575540;plaquette(s) PVC polyéthylène aluminium-ACLAR de 6 comprimé(s);10/04/2007;oui;65%;10,67;11,69;1,02;60435263
3615647;plaquette(s) PVC polyéthylène aluminium-ACLAR de 12 comprimé(s);10/04/2007;oui;65%;21,28;22,3;1,02;60435263
3983351;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);12/01/2011;oui;65%;4,41;5,43;1,02;60437428
3983380;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);12/01/2011;oui;65%;12,52;15,28;2,76;60437428
3454457;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);04/02/2015;oui;65%;7,2;8,22;1,02;60441622
2733161;plaquette(s) PVC aluminium de 28 comprimé(s) dans un etui thermoscellé;14/05/2014;non;65%;27,7;28,72;1,02;60442838
2733178;plaquette(s) PVC aluminium de 56 comprimé(s) dans un etui thermoscellé;14/05/2014;non;65%;54,98;56;1,02;60442838
3852784;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);03/03/2010;oui;65%;3,64;4,66;1,02;60443477
3852815;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);03/03/2010;oui;65%;10,53;13,29;2,76;60443477
3511066;plaquette(s) PVC-Aluminium de 30 comprimé(s);29/05/2000;oui;30%;11,47;12,49;1,02;60443609
2681470;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);17/06/2015;oui;65%;5,03;6,05;1,02;60443801
3691944;1 flacon(s) en verre;18/11/2005;oui;65%;9,75;10,77;1,02;60445784
3018245;1 seringue préremplie en verre de 5 mL avec aiguille;12/01/2021;oui;100%;98,73;99,75;1,02;60446306
3507343;1 flacon(s) en verre de 250 ml;01/12/2000;oui;65%;1,69;2,71;1,02;60446911
3507372;1 flacon(s) en verre de 500 ml;01/11/2000;oui;65%;1,88;2,9;1,02;60446911
3811851;plaquette(s) thermoformée(s) aluminium de 14 gélule(s);12/12/2007;oui;65%;2,7;3,72;1,02;60449672
3811868;plaquette(s) thermoformée(s) aluminium de 28 gélule(s);12/12/2007;oui;65%;5,03;6,05;1,02;60449672
3020174;2 seringue(s) préremplie(s) en verre de 0,6 ml;25/11/2020;oui;65%;9,92;10,94;1,02;60451456
3020176;10 seringue(s) préremplie(s) en verre de 0,6 ml;25/11/2020;oui;65%;49,06;50,08;1,02;60451456
2208006;plaquette(s) thermoformée(s) PVC polyamide aluminium PVC-Aluminium de 28 comprimé(s);24/03/2016;oui;65%;11,63;12,65;1,02;60451762
3385905;1 flacon(s) en verre de 60 ml après reconstitution avec cuillère-mesure polystyrène avec fermeture de sécurité enfant;26/04/2006;non;65%;1,87;2,89;1,02;60453197
2736633;flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s);19/01/2016;non;65%;5,03;6,05;1,02;60454662
4971901;plaquette(s) polyamide aluminium PVC-Aluminium de 7 gélule(s);24/03/2011;oui;65%;1,51;2,53;1,02;60454662
4971918;plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s);24/03/2011;oui;65%;2,7;3,72;1,02;60454662
4971924;plaquette(s) polyamide aluminium PVC-Aluminium de 28 gélule(s);24/03/2011;oui;65%;5,03;6,05;1,02;60454662
3884703;plaquette(s) aluminium de 28 comprimé(s);21/04/2009;oui;65%;3,42;4,44;1,02;60455586
3909461;plaquette(s) aluminium de 30 comprimé(s);10/05/2010;oui;65%;3,64;4,66;1,02;60455586
3909478;plaquette(s) aluminium de 90 comprimé(s);03/11/2009;oui;65%;10,53;13,29;2,76;60455586
3012086;1 seringue(s) préremplie(s) en verre de 0,44 ml avec 1 tampon alcoolisé;12/11/2019;oui;65%;12,6;13,62;1,02;60455789
